customer_no,owner_indic,acct_type,utilization,utilization_count
21301,1,6,Low,3
21301,1,10,High,1
21301,1,10,Low,2
21302,1,6,Low,3
21302,1,10,High,1
21302,1,10,Low,4
21303,1,10,High,1
21303,1,10,Low,2
21303,1,13,Low,1
21304,1,5,High,6
21304,1,5,Low,1
21304,1,10,Low,1
21305,1,6,Low,1
21305,1,10,Low,1
21306,1,10,High,1
21306,1,10,Low,3
21307,1,10,Low,1
21307,1,13,Low,1
21308,1,1,High,1
21308,1,2,High,2
21308,1,5,Low,3
21308,1,10,High,2
21308,1,10,Low,2
21309,1,1,High,1
21309,1,10,Low,2
21309,1,13,Low,2
21309,4,1,High,1
21310,1,1,High,2
21310,1,6,Low,4
21310,1,10,Low,3
21311,1,6,Low,3
21311,1,10,Low,3
21311,1,13,Low,1
21312,1,10,Low,1
21313,1,2,High,1
21313,1,10,Low,3
21313,1,13,Low,1
21314,1,1,Low,1
21314,1,5,High,1
21314,1,5,Low,1
21314,1,10,High,3
21314,1,10,Low,2
21315,1,5,High,1
21315,1,5,Low,3
21315,1,6,Low,1
21315,1,7,High,6
21315,1,7,Low,9
21315,1,10,High,1
21315,1,10,Low,1
21316,1,0,High,1
21316,1,1,High,1
21316,1,6,Low,2
21316,1,10,Low,1
21316,4,1,High,1
21317,1,10,Low,3
21317,1,13,Low,1
21317,1,17,High,1
21318,1,6,Low,1
21318,1,10,High,1
21318,1,13,Low,1
21319,1,10,Low,1
21319,1,13,Low,1
21320,1,1,High,1
21320,1,10,High,1
21320,1,10,Low,3
21321,1,6,Low,3
21321,1,10,Low,1
21321,1,13,Low,1
21322,1,10,Low,1
21322,4,1,High,1
21323,1,1,Low,1
21323,1,5,High,1
21323,1,10,High,1
21323,1,10,Low,7
21324,1,10,Low,2
21325,1,10,Low,1
21326,1,5,High,1
21326,1,5,Low,2
21326,1,10,High,1
21326,1,10,Low,6
21327,1,0,Low,1
21327,1,6,Low,6
21327,1,10,Low,1
21328,1,8,High,1
21328,1,10,Low,6
21329,1,2,High,1
21329,1,5,High,1
21329,1,10,Low,1
21330,1,5,High,1
21330,1,10,Low,1
21331,1,10,Low,2
21332,1,13,Low,1
21332,4,2,High,1
21333,1,6,Low,2
21333,1,10,Low,6
21334,1,1,High,3
21334,1,10,Low,2
21334,1,13,Low,1
21334,4,1,High,1
21334,4,2,High,1
21334,4,5,High,1
21335,1,10,Low,4
21336,1,10,High,1
21336,1,10,Low,1
21337,1,0,High,2
21337,1,0,Low,1
21337,1,1,High,1
21337,1,5,High,2
21337,1,10,Balanced,1
21337,1,10,Low,2
21337,4,3,High,1
21338,1,10,High,1
21338,1,10,Low,4
21338,4,13,Low,1
21339,1,0,High,1
21339,1,5,High,1
21339,1,10,High,1
21339,1,10,Low,3
21340,1,1,High,1
21340,1,6,Low,1
21340,1,10,High,1
21340,1,13,Low,2
21341,1,5,High,2
21341,1,5,Low,1
21341,1,6,Low,4
21341,1,10,High,1
21341,1,10,Low,1
21342,1,10,Low,3
21342,2,10,Low,1
21343,1,6,Low,4
21343,1,10,Low,2
21343,1,13,Low,1
21344,1,6,Low,3
21344,1,10,Low,1
21345,1,4,High,1
21345,1,6,Low,2
21345,1,10,Low,4
21345,1,13,Low,1
21345,4,1,High,1
21346,1,2,High,1
21346,1,10,Low,2
21347,1,10,Low,1
21348,1,10,Low,2
21349,1,5,High,2
21349,1,5,Low,1
21349,1,10,Low,1
21350,1,1,High,1
21350,1,6,Low,3
21350,1,10,High,2
21350,1,10,Low,6
21351,1,10,Low,2
21352,1,5,High,1
21352,1,5,Low,1
21352,1,6,Low,2
21352,1,10,Low,4
21353,1,1,High,1
21353,1,2,High,1
21353,1,5,High,7
21353,1,10,High,3
21353,1,10,Low,8
21353,4,2,High,2
21354,1,10,Low,1
21355,1,5,High,1
21355,1,6,Low,3
21355,1,10,Low,1
21355,1,13,Low,1
21355,1,51,High,2
21356,1,10,Low,1
21357,1,5,Low,1
21357,1,10,Low,1
21357,1,13,Low,2
21358,1,1,High,1
21358,1,5,Low,1
21358,1,10,Low,1
21359,1,7,Low,1
21359,1,10,Low,2
21360,1,0,High,2
21360,1,10,Low,5
21360,1,13,Low,2
21361,1,1,High,1
21361,1,10,High,1
21361,1,10,Low,1
21362,1,2,High,1
21362,1,10,High,4
21363,1,0,High,1
21363,1,5,High,1
21363,1,10,Low,2
21364,1,10,Low,1
21364,4,2,High,1
21365,1,6,Low,5
21365,1,10,Low,4
21365,1,13,Low,1
21365,4,5,High,3
21366,1,1,High,1
21366,1,1,Low,1
21366,1,10,High,4
21366,1,10,Low,1
21367,1,5,High,1
21367,1,10,High,1
21367,1,10,Low,2
21367,4,2,High,1
21368,1,5,High,1
21368,1,6,Low,1
21368,1,10,High,4
21368,1,10,Low,5
21368,1,32,High,1
21369,1,6,Low,3
21369,1,10,Low,1
21369,1,13,Low,1
21370,1,1,High,1
21370,1,10,High,1
21370,1,10,Low,8
21371,1,1,High,1
21371,1,5,High,3
21371,1,10,High,3
21371,1,10,Low,8
21372,1,2,High,1
21372,1,5,High,1
21372,1,10,High,1
21372,1,10,Low,3
21373,1,5,High,1
21373,1,10,High,1
21373,1,10,Low,2
21373,1,13,Low,3
21374,1,7,Low,6
21374,1,10,Low,2
21375,1,10,High,1
21375,1,10,Low,9
21376,1,6,Low,2
21376,1,10,Low,2
21377,1,2,High,1
21377,1,6,Low,4
21377,1,8,High,1
21377,1,10,Low,8
21377,1,13,Low,1
21377,4,13,Low,1
21378,1,6,Low,1
21378,1,10,Low,1
21379,1,10,Low,1
21380,1,10,Low,4
21381,1,0,High,1
21381,1,5,High,2
21381,1,10,Low,4
21382,1,2,High,1
21382,1,5,High,1
21382,1,5,Low,1
21382,1,10,High,2
21382,1,10,Low,5
21383,1,2,High,1
21383,1,5,High,6
21383,1,5,Low,3
21383,1,8,Low,1
21383,1,10,High,12
21383,1,10,Low,5
21383,1,12,High,1
21383,1,13,Low,2
21383,4,13,Low,1
21384,1,1,High,1
21384,1,7,Low,2
21384,1,10,Low,4
21385,1,10,Balanced,1
21385,1,10,Low,1
21386,1,6,Low,2
21386,1,10,High,2
21386,1,10,Low,5
21386,1,12,High,1
21386,1,13,Low,1
21386,4,1,High,1
21386,4,2,High,2
21387,1,10,High,1
21387,1,10,Low,1
21388,1,10,High,3
21388,1,10,Low,5
21388,1,13,Low,2
21389,1,5,Low,1
21389,1,10,Low,1
21389,1,13,Low,2
21390,1,1,High,2
21390,1,1,Low,1
21390,1,10,High,3
21390,1,10,Low,6
21390,1,13,Low,1
21391,1,1,High,1
21391,1,5,High,2
21391,1,5,Low,1
21391,1,6,Low,11
21391,1,10,High,3
21391,1,10,Low,6
21392,1,5,High,1
21392,1,6,Low,2
21392,1,10,Low,3
21393,1,1,High,3
21393,1,5,Low,1
21393,1,10,High,5
21393,1,13,Low,1
21393,2,10,High,1
21394,1,10,Low,3
21395,1,5,High,1
21395,1,10,Low,2
21396,1,10,Low,1
21396,1,13,Low,1
21397,1,1,High,1
21397,1,2,High,1
21397,1,10,Low,1
21398,1,5,High,3
21398,1,5,Low,1
21398,1,6,Low,2
21398,1,10,Low,2
21398,4,3,High,1
21398,4,5,High,1
21399,1,10,High,1
21399,1,10,Low,1
21399,1,13,High,1
21399,1,13,Low,1
21400,1,10,High,2
21400,1,10,Low,1
21401,1,5,High,1
21401,1,10,Low,3
21402,1,6,Low,1
21402,1,10,High,1
21402,1,10,Low,2
21403,1,2,High,1
21403,1,10,High,1
21403,1,10,Low,2
21403,1,13,Low,3
21404,1,1,High,1
21404,1,6,High,1
21404,1,10,Low,5
21405,1,10,Low,4
21405,1,13,Low,1
21406,1,5,Low,1
21406,1,6,Low,1
21406,1,10,High,1
21406,1,10,Low,1
21407,1,10,High,4
21407,1,10,Low,4
21408,1,5,Low,1
21408,1,6,Low,2
21409,1,10,Low,1
21409,1,15,High,1
21409,4,2,High,1
21410,1,6,Low,2
21410,1,10,High,1
21410,1,10,Low,1
21410,1,13,Low,1
21411,1,1,High,1
21411,1,2,High,1
21411,1,10,High,3
21411,1,10,Low,1
21412,1,6,Low,1
21412,1,10,Low,5
21413,1,0,High,1
21413,1,6,High,1
21413,1,6,Low,4
21413,1,10,Low,1
21413,1,12,Low,1
21413,1,13,Low,1
21414,1,0,High,1
21414,1,2,High,1
21414,1,5,High,5
21414,1,6,Low,1
21414,1,10,High,7
21414,1,10,Low,5
21415,1,1,High,1
21415,1,10,Low,2
21416,1,6,Low,1
21416,1,10,Low,1
21416,1,13,Low,1
21417,1,5,High,1
21417,1,10,Low,5
21417,1,13,Low,2
21418,1,1,High,1
21418,1,10,High,1
21418,1,10,Low,9
21419,1,10,Low,2
21420,1,10,Low,2
21421,1,1,Low,1
21421,1,6,High,1
21421,1,6,Low,4
21421,1,10,High,1
21422,1,10,Low,2
21422,1,13,Low,1
21423,1,1,High,1
21423,1,5,High,1
21423,1,10,Low,5
21424,1,10,High,3
21424,1,10,Low,3
21425,1,10,High,1
21425,1,10,Low,1
21426,1,10,High,2
21426,1,10,Low,2
21427,1,5,High,1
21428,1,10,Low,2
21429,1,10,High,1
21429,1,10,Low,2
21430,1,5,Low,1
21430,1,10,High,1
21430,1,10,Low,1
21430,1,13,Low,2
21431,1,0,Low,1
21431,1,6,Low,1
21431,1,10,Low,1
21432,1,5,Low,1
21432,1,10,Low,2
21433,1,0,High,1
21433,1,2,High,1
21433,1,8,High,1
21433,1,10,High,1
21433,1,10,Low,2
21434,1,10,High,1
21434,1,10,Low,2
21435,1,10,Low,2
21436,1,5,High,1
21436,1,10,High,1
21436,1,10,Low,2
21437,1,1,High,2
21437,1,5,High,2
21437,1,6,Low,4
21437,1,10,High,11
21437,1,10,Low,11
21437,1,13,Low,1
21437,2,10,High,1
21437,2,10,Low,1
21438,1,10,High,2
21438,1,10,Low,4
21438,4,1,High,1
21439,1,10,High,1
21439,1,10,Low,1
21440,1,5,High,1
21440,1,13,Low,2
21440,3,1,High,1
21440,3,2,High,1
21441,1,1,High,1
21441,1,5,High,1
21441,1,10,Low,3
21441,1,13,Low,2
21441,3,2,High,1
21442,1,10,High,1
21442,1,10,Low,2
21443,1,1,High,1
21443,1,3,High,1
21443,1,6,Low,1
21443,1,10,High,1
21443,1,10,Low,1
21444,1,5,High,1
21444,1,10,Low,2
21445,1,5,High,1
21445,1,10,High,1
21445,1,10,Low,3
21446,1,10,Low,3
21447,1,1,High,1
21447,1,10,High,1
21447,1,10,Low,1
21448,1,0,High,1
21448,1,2,High,1
21448,1,10,High,2
21448,1,10,Low,10
21448,1,13,Low,1
21449,1,0,High,2
21449,1,1,High,2
21449,1,6,Low,3
21449,1,10,High,3
21449,1,10,Low,3
21449,1,51,High,1
21449,4,1,High,2
21450,1,10,Low,2
21451,1,5,High,1
21451,1,6,Low,1
21451,1,10,High,1
21452,1,1,High,1
21452,1,10,Low,1
21452,1,13,Low,2
21453,1,0,High,1
21453,1,1,High,1
21453,1,5,High,1
21453,1,10,High,2
21453,1,10,Low,6
21453,1,13,Low,1
21453,1,15,High,1
21453,3,2,High,1
21453,4,2,High,3
21454,1,0,High,1
21454,1,1,High,1
21454,1,6,Low,1
21454,1,10,Balanced,1
21454,1,10,High,1
21454,1,10,Low,5
21454,4,1,High,1
21455,1,8,High,1
21455,1,10,Low,2
21455,2,10,Low,2
21456,1,5,High,5
21456,1,10,Low,2
21457,1,6,Low,6
21457,1,10,Low,3
21458,1,10,Low,1
21459,1,5,Low,1
21459,1,10,Low,1
21460,1,6,Low,4
21460,1,10,High,1
21460,1,10,Low,1
21460,4,32,High,1
21461,1,10,High,2
21461,1,10,Low,2
21461,1,13,Low,1
21462,1,5,High,1
21462,1,6,Low,1
21462,1,10,Low,3
21462,1,13,Low,1
21463,1,5,High,1
21463,1,10,Low,2
21464,1,2,High,1
21464,1,10,High,5
21464,1,10,Low,4
21464,4,8,High,1
21465,1,10,High,1
21465,1,10,Low,5
21465,1,13,Low,1
21466,1,0,Low,1
21466,1,1,High,1
21466,1,6,High,1
21466,1,6,Low,1
21466,1,10,Low,1
21466,1,13,Low,2
21466,4,13,Low,1
21467,1,0,High,1
21467,1,5,High,1
21467,1,10,Low,2
21468,1,10,Low,2
21469,1,10,Low,1
21470,1,10,Low,2
21471,1,6,Low,1
21471,1,10,Low,5
21471,1,13,Low,2
21472,1,0,High,1
21472,1,10,Low,1
21473,1,10,Low,1
21474,1,0,High,1
21474,1,5,High,2
21474,1,6,Low,1
21474,1,10,Low,1
21474,1,13,Low,1
21475,1,1,High,1
21475,1,10,Low,3
21475,1,13,Low,2
21476,1,6,Low,1
21476,1,10,High,1
21476,1,10,Low,3
21477,1,10,Low,4
21478,1,10,Low,3
21479,1,5,High,2
21479,1,6,Low,3
21479,1,10,High,4
21479,4,2,High,1
21480,1,5,Low,2
21480,1,10,High,1
21480,1,10,Low,1
21481,1,10,High,3
21481,4,2,High,1
21482,1,0,Low,1
21482,1,2,High,1
21482,1,5,High,4
21482,1,10,Low,6
21483,1,5,High,4
21483,1,10,High,3
21484,1,10,High,2
21484,1,10,Low,3
21485,1,10,Low,1
21486,1,10,Low,3
21487,1,5,Low,1
21487,1,6,Low,1
21487,1,10,Low,1
21488,1,10,Low,3
21489,1,10,Low,4
21490,1,10,Low,2
21490,1,13,Low,1
21491,1,5,High,1
21491,1,10,Low,2
21492,1,10,Low,1
21492,1,12,Low,1
21493,1,1,High,3
21493,1,2,High,2
21493,1,5,High,2
21493,1,10,High,6
21493,1,10,Low,9
21493,3,2,High,2
21493,3,54,High,2
21493,4,1,High,2
21494,1,0,High,1
21494,1,1,High,1
21494,1,5,High,4
21494,1,5,Low,1
21494,1,7,High,1
21494,1,10,High,1
21494,1,10,Low,4
21494,1,13,Low,1
21494,4,2,High,1
21494,4,5,High,2
21495,1,6,Low,2
21495,1,10,Low,7
21495,1,13,Low,1
21495,4,2,High,1
21496,1,10,Low,1
21497,1,10,Low,3
21498,1,5,High,1
21498,1,10,Low,3
21499,1,10,Low,1
21500,1,5,High,1
21500,1,10,High,1
21500,1,10,Low,1
21501,1,10,Low,3
21502,1,6,Low,1
21502,1,10,High,2
21502,1,10,Low,1
21503,1,5,High,3
21503,1,5,Low,1
21503,1,6,Low,1
21503,1,10,Low,8
21504,1,10,Low,1
21505,1,5,Low,1
21505,1,6,Low,1
21505,1,7,High,1
21505,1,10,High,3
21505,1,10,Low,5
21506,1,10,Low,1
21506,1,13,Low,1
21507,1,10,High,1
21508,1,10,Low,3
21509,1,10,Low,1
21510,1,1,High,1
21510,1,4,Low,1
21510,1,10,Low,5
21510,1,15,Low,1
21510,1,56,Low,1
21511,1,10,High,1
21512,1,10,High,1
21512,1,10,Low,2
21512,1,13,Low,1
21512,4,13,Low,1
21513,1,0,Low,1
21513,1,1,High,1
21513,1,2,High,1
21513,1,10,High,1
21513,1,10,Low,1
21514,1,5,High,2
21514,1,10,High,1
21514,1,10,Low,1
21514,1,13,Low,1
21515,1,5,High,2
21515,1,10,Low,2
21516,1,2,High,1
21516,1,6,Low,2
21516,1,10,High,2
21516,1,10,Low,4
21517,1,6,Low,1
21517,1,10,Low,2
21517,1,15,High,2
21518,1,10,High,2
21518,1,10,Low,1
21519,1,6,Low,2
21519,1,10,Low,3
21519,1,13,Low,1
21519,3,2,High,1
21520,1,10,Low,2
21521,1,1,High,2
21521,1,6,Low,4
21521,1,10,High,1
21521,1,13,Low,1
21521,3,13,Low,1
21522,1,10,Low,1
21523,1,6,Low,3
21523,1,10,Low,3
21524,1,1,High,2
21524,1,1,Low,1
21524,1,5,High,3
21524,1,10,Low,2
21524,1,52,Low,1
21524,4,5,High,3
21525,1,6,Low,3
21525,1,10,Low,1
21525,1,13,Low,1
21526,1,5,High,1
21526,1,10,High,1
21526,1,10,Low,1
21527,1,10,Balanced,1
21527,1,10,High,2
21527,1,10,Low,6
21527,3,17,High,1
21528,1,5,High,2
21528,1,6,Low,2
21528,1,10,Low,1
21528,1,32,High,1
21529,1,5,Low,1
21529,1,6,Low,2
21529,1,10,Low,2
21529,1,13,Low,1
21529,1,32,High,2
21530,1,5,High,7
21530,1,5,Low,1
21530,1,6,Low,1
21530,1,7,Low,1
21530,1,10,High,6
21530,1,10,Low,4
21530,1,12,Low,1
21530,1,13,Low,1
21530,4,2,High,1
21530,4,13,Low,1
21531,1,0,Low,1
21531,1,1,Low,1
21531,1,10,Low,3
21532,1,10,Low,2
21533,1,0,High,1
21533,1,6,High,2
21533,1,6,Low,1
21534,1,10,Low,4
21534,4,2,High,1
21535,1,10,Low,1
21535,1,13,Low,2
21536,1,0,Low,1
21536,1,5,High,1
21536,1,6,Low,2
21536,1,10,High,1
21536,1,10,Low,2
21537,1,0,High,2
21537,1,1,High,1
21537,1,5,High,1
21537,1,10,Low,4
21538,1,10,Low,1
21539,1,10,High,1
21539,1,10,Low,4
21540,1,1,High,2
21540,1,1,Low,2
21540,1,2,High,1
21540,1,3,High,1
21540,1,5,High,4
21540,1,6,Low,5
21540,1,10,High,9
21540,1,10,Low,4
21540,1,13,Low,2
21541,1,5,High,3
21541,1,6,Low,3
21541,1,7,Low,1
21541,1,10,Low,3
21541,1,13,Low,1
21542,1,10,Low,5
21543,1,1,High,1
21543,1,5,High,1
21543,1,5,Low,2
21543,1,6,Low,1
21543,1,10,High,2
21543,1,10,Low,4
21543,1,13,Low,1
21543,2,10,Low,1
21544,1,5,High,2
21544,1,6,Low,1
21544,1,10,High,1
21544,1,10,Low,2
21545,1,5,High,2
21545,1,6,Low,1
21545,1,7,Low,4
21545,1,10,High,1
21545,1,10,Low,2
21546,1,2,High,1
21546,1,6,Low,1
21546,1,10,Low,4
21546,1,13,Low,1
21547,1,10,Low,3
21548,1,6,Low,2
21548,1,10,Low,1
21549,1,6,Low,2
21549,1,10,Low,3
21550,1,10,Low,2
21551,1,5,High,10
21551,1,5,Low,6
21551,1,10,High,7
21551,1,10,Low,8
21551,2,10,High,1
21551,2,10,Low,1
21552,1,10,High,1
21552,1,10,Low,1
21553,1,0,Low,1
21553,1,1,High,1
21553,1,10,High,1
21553,1,10,Low,1
21554,1,5,High,3
21554,1,5,Low,1
21554,1,10,Low,4
21555,1,6,Low,1
21555,1,10,High,1
21556,1,10,Low,6
21557,1,0,High,1
21557,1,0,Low,1
21557,1,2,High,1
21557,1,3,High,1
21557,1,5,High,17
21557,1,6,Low,3
21557,1,10,High,6
21557,1,10,Low,9
21557,1,12,High,1
21557,1,51,High,1
21557,3,2,High,1
21557,4,8,High,2
21558,1,10,Low,1
21558,1,13,Low,1
21559,1,10,Low,1
21560,1,6,Low,2
21560,1,10,High,1
21560,1,10,Low,4
21560,1,13,Low,1
21560,1,53,Low,1
21561,1,0,Low,1
21561,1,10,Low,2
21562,1,5,High,5
21562,1,5,Low,2
21562,1,10,High,2
21562,1,10,Low,1
21562,1,32,High,1
21563,1,0,High,1
21563,1,5,High,1
21563,1,6,Low,1
21563,1,10,Low,6
21563,1,12,High,1
21564,1,5,High,3
21564,1,5,Low,3
21564,1,7,Low,3
21564,1,10,High,6
21564,1,10,Low,5
21564,1,13,Low,1
21564,2,10,High,2
21564,4,13,Low,1
21565,1,2,High,1
21565,1,5,Low,1
21565,1,10,High,2
21565,1,10,Low,1
21565,1,13,Low,1
21566,1,1,High,1
21566,1,10,High,1
21566,1,10,Low,3
21567,1,3,High,1
21567,1,10,High,3
21567,1,10,Low,3
21567,1,12,High,1
21567,1,59,High,1
21567,4,2,High,2
21568,1,10,Low,4
21568,1,15,Low,1
21569,1,3,High,1
21569,1,5,Low,1
21569,1,6,Low,3
21569,1,10,Low,2
21569,1,32,High,1
21570,1,0,High,1
21570,1,1,High,1
21570,1,6,Low,3
21570,1,10,High,2
21570,1,10,Low,3
21570,1,32,High,1
21571,1,5,High,2
21571,1,10,Low,2
21572,1,5,High,1
21572,1,6,Low,8
21572,1,10,High,3
21572,1,10,Low,1
21572,4,2,High,1
21573,1,5,High,2
21573,1,10,High,2
21573,1,10,Low,1
21573,1,12,High,1
21574,1,5,High,1
21574,1,10,Low,2
21575,1,6,Low,2
21575,1,10,Low,1
21575,4,2,High,2
21576,1,10,Low,5
21576,1,32,High,1
21577,1,5,High,1
21577,1,5,Low,1
21577,1,10,Low,3
21578,1,6,Low,1
21578,1,10,High,1
21579,1,10,Low,2
21580,1,5,High,3
21580,1,5,Low,1
21580,1,10,High,3
21580,1,10,Low,5
21581,1,6,Low,4
21581,1,10,High,1
21581,1,10,Low,4
21582,1,1,High,1
21582,1,10,Low,4
21582,1,13,Low,1
21583,1,1,High,2
21583,1,5,High,2
21583,1,5,Low,1
21583,1,6,Low,6
21583,1,10,Low,3
21584,1,2,High,1
21584,1,5,Low,1
21584,1,7,High,4
21584,1,7,Low,3
21584,1,10,Low,6
21584,3,13,Low,1
21584,3,17,High,1
21585,1,1,High,1
21585,1,10,Low,1
21586,1,10,Low,4
21587,1,10,Low,2
21588,1,10,High,1
21588,1,10,Low,3
21589,1,5,High,2
21589,1,10,Low,3
21590,1,6,Low,1
21590,1,10,Low,2
21591,1,10,Low,2
21592,1,1,Low,1
21592,1,5,High,1
21592,1,5,Low,1
21592,1,6,Low,1
21592,1,10,Low,3
21593,1,0,Low,1
21593,1,5,Low,1
21593,1,10,Low,2
21594,1,10,Low,2
21595,1,0,High,1
21595,1,1,High,1
21595,1,10,Low,3
21596,1,10,Low,2
21596,4,13,Low,1
21597,1,6,Low,2
21597,1,10,Low,1
21598,1,0,Low,1
21598,1,10,Balanced,1
21598,1,10,High,7
21598,1,10,Low,10
21599,1,5,Low,1
21599,1,10,High,1
21599,1,10,Low,2
21600,1,5,Low,1
21600,1,10,Low,5
21600,4,2,High,1
21601,1,6,Low,1
21601,1,10,Low,3
21602,1,5,High,1
21602,1,6,Low,2
21602,1,10,High,2
21602,1,10,Low,1
21603,1,5,High,2
21603,1,10,High,2
21603,1,10,Low,2
21603,1,13,Low,1
21604,1,0,High,1
21604,1,1,High,1
21604,1,5,High,1
21604,1,10,High,1
21604,1,10,Low,4
21604,1,13,Low,1
21605,1,6,Low,2
21605,1,10,Low,2
21605,1,13,Low,1
21606,1,10,Low,1
21607,1,6,Low,9
21607,1,10,High,2
21607,1,10,Low,1
21607,4,2,High,1
21608,1,1,High,1
21608,1,6,Low,6
21608,1,10,Low,4
21608,4,2,High,1
21609,1,5,High,7
21609,1,10,Low,3
21610,1,1,Low,1
21610,1,6,Low,2
21610,1,10,High,1
21610,1,10,Low,4
21610,1,12,Low,1
21611,1,5,High,2
21611,1,10,Low,1
21612,1,10,Low,5
21613,1,5,High,2
21613,1,10,High,1
21613,1,10,Low,6
21613,1,12,High,1
21613,1,13,Low,1
21613,2,10,High,1
21613,4,1,High,1
21613,4,3,High,1
21614,1,6,Low,2
21614,1,10,High,2
21614,1,10,Low,6
21615,1,10,Low,5
21616,1,10,High,1
21617,1,10,High,1
21617,1,10,Low,1
21617,1,13,Low,1
21618,1,10,Low,2
21618,1,13,Low,1
21619,1,6,Low,1
21619,1,10,High,3
21619,1,10,Low,1
21619,1,13,Low,2
21620,1,10,Low,3
21621,1,2,High,1
21621,1,7,High,1
21621,1,10,High,3
21621,1,10,Low,2
21621,1,13,Low,1
21621,3,52,Low,1
21622,1,0,High,1
21622,1,5,High,2
21622,1,10,High,1
21622,1,10,Low,8
21622,4,2,High,1
21623,1,5,Low,1
21623,1,10,High,1
21623,1,10,Low,2
21623,1,13,Low,2
21624,1,10,Low,2
21625,1,6,Low,1
21625,1,10,High,1
21625,1,10,Low,3
21625,1,13,Low,2
21625,1,32,High,1
21625,4,5,Low,1
21626,1,10,Low,4
21627,1,10,Low,4
21628,1,1,High,1
21628,1,6,Low,1
21628,1,10,Low,2
21628,1,32,High,1
21629,1,10,Low,2
21630,1,1,High,1
21630,1,10,Low,3
21631,1,10,Low,1
21632,1,5,High,2
21632,1,10,Low,2
21633,1,5,High,1
21633,1,6,Low,1
21633,1,10,Low,1
21634,1,6,Low,1
21634,1,10,Low,3
21635,1,1,High,1
21635,1,10,Low,9
21636,1,1,High,1
21636,1,10,Low,1
21636,4,2,High,1
21637,1,10,Low,1
21638,1,10,Low,3
21639,1,1,High,1
21639,1,10,High,2
21640,1,10,Low,4
21640,1,51,High,1
21641,1,7,High,1
21641,1,10,Low,2
21641,1,13,Low,2
21642,1,5,Low,1
21642,1,6,Low,1
21642,1,10,High,4
21642,1,10,Low,4
21643,1,10,Low,2
21644,1,10,Low,3
21645,1,10,Low,4
21646,1,10,Low,2
21646,1,13,Low,1
21647,1,10,Low,2
21648,1,10,High,3
21648,1,10,Low,2
21648,1,51,High,2
21649,1,1,High,2
21649,1,5,Low,2
21649,1,6,Low,7
21649,1,10,High,1
21649,1,10,Low,3
21650,1,1,Low,1
21650,1,2,High,1
21650,1,3,High,1
21650,1,10,High,2
21650,1,10,Low,3
21651,1,32,Low,1
21652,1,0,High,1
21652,1,10,Low,2
21653,1,5,High,6
21653,1,10,Low,2
21654,1,5,High,1
21654,1,5,Low,1
21654,1,6,Low,2
21654,1,10,Low,5
21654,1,13,Low,1
21655,1,10,Low,3
21656,1,10,High,1
21656,1,10,Low,5
21657,1,10,High,2
21657,1,10,Low,3
21658,1,5,High,1
21658,1,6,Low,1
21658,1,10,Low,4
21659,1,5,Low,1
21659,1,6,Low,1
21659,1,10,Low,2
21660,1,5,High,2
21660,1,5,Low,2
21660,1,10,Low,1
21660,1,13,Low,2
21661,1,10,High,1
21661,1,10,Low,1
21662,1,2,High,1
21662,1,2,Low,1
21662,1,5,High,1
21662,1,6,Low,2
21662,1,7,High,4
21662,1,10,Low,1
21663,1,10,High,2
21663,1,10,Low,6
21664,1,5,High,1
21664,1,5,Low,2
21664,1,6,Low,3
21664,1,10,High,2
21664,1,10,Low,6
21664,1,13,Low,3
21665,1,5,High,2
21665,1,10,High,1
21665,1,10,Low,4
21666,1,1,High,1
21666,1,6,Low,1
21666,1,10,Low,1
21667,1,7,Low,1
21667,1,10,Low,2
21668,1,0,Low,1
21668,1,10,High,2
21668,1,10,Low,2
21668,1,13,Low,1
21669,1,1,High,1
21669,1,5,High,1
21669,1,6,Low,4
21669,1,10,High,2
21669,1,10,Low,1
21669,1,13,Low,2
21670,1,5,High,2
21670,1,10,Low,1
21670,1,12,High,1
21670,1,13,Low,1
21671,1,10,High,1
21671,1,10,Low,2
21672,1,10,Low,3
21673,1,0,High,2
21673,1,9,High,1
21673,1,10,Low,3
21673,1,13,Low,1
21674,1,1,High,1
21674,1,6,Low,1
21674,1,10,High,1
21674,1,10,Low,5
21675,1,10,Low,2
21675,4,2,High,1
21676,1,1,High,1
21676,1,10,High,5
21676,1,10,Low,2
21676,4,2,High,1
21677,1,0,High,1
21677,1,6,Low,1
21677,1,10,Low,2
21678,1,5,High,1
21678,1,10,Low,2
21679,1,1,High,1
21679,1,10,Low,3
21680,1,0,High,1
21680,1,5,High,2
21680,1,10,Low,4
21681,1,5,High,1
21681,1,10,Low,2
21682,1,0,High,1
21682,1,5,High,1
21683,1,6,Low,1
21683,1,10,Low,4
21684,1,5,High,4
21684,1,10,High,1
21684,1,10,Low,2
21685,1,0,High,1
21685,1,1,High,2
21685,1,5,High,1
21685,1,5,Low,2
21685,1,10,Low,7
21686,1,10,High,1
21686,1,10,Low,6
21686,4,2,High,1
21687,1,0,High,1
21687,1,6,Low,2
21687,1,10,High,1
21687,1,10,Low,2
21687,2,10,High,2
21687,2,10,Low,2
21687,4,3,High,2
21687,4,32,High,2
21688,1,10,Low,4
21688,1,13,Low,1
21689,1,5,High,3
21689,1,6,Low,1
21689,1,7,Low,2
21689,1,10,High,2
21689,1,10,Low,5
21690,1,10,Low,1
21691,1,10,Low,2
21692,1,0,High,2
21692,1,10,Low,1
21693,1,10,High,1
21693,1,10,Low,1
