customer_no,acct_type,owner_indic,cur_balance_amt
17277,10,2,703
17278,10,1,1776
17278,13,1,0
17279,1,1,194275
17279,5,1,208808
17279,10,1,9863
17279,13,1,0
17280,0,1,1165
17280,5,1,76807
17280,6,1,16330
17280,7,1,63534
17280,10,1,38685
17280,13,4,0
17281,5,1,106240
17281,10,1,11350
17281,13,1,26600
17281,53,4,97705
17282,1,1,183338
17282,10,1,174644
17283,10,1,14676
17284,10,1,0
17285,5,1,412148
17285,10,1,20511
17285,13,1,0
17286,1,1,69485
17286,5,1,0
17286,6,1,11537
17286,10,1,44209
17287,5,1,192266
17287,6,1,3300
17287,10,1,4318
17287,12,1,0
17287,13,1,0
17288,1,1,104924
17288,6,1,0
17288,10,1,30447
17288,13,1,0
17289,2,1,2556244
17289,6,1,0
17289,10,1,10537
17290,1,1,106326
17290,10,1,2996
17291,1,1,0
17291,1,4,27166
17291,10,1,0
17291,10,2,0
17292,10,1,27935
17293,1,1,310737
17293,6,1,0
17293,10,1,58629
17293,13,1,8221
17294,0,1,98149
17294,5,1,0
17294,6,1,0
17294,10,1,38926
17295,2,1,1812901
17295,5,1,192784
17295,5,4,77871
17295,6,1,0
17295,7,1,0
17295,10,1,291764
17295,13,1,0
17296,5,1,0
17296,10,1,160695
17297,1,4,0
17297,5,1,0
17297,6,1,0
17297,10,1,6469
17297,13,1,0
17298,10,1,68175
17299,10,1,28623
17299,13,1,0
17300,0,1,156659
17300,1,1,135674
17300,2,1,3238988
17300,2,4,821802
17300,5,1,0
17300,6,1,2888
17300,10,1,1913
17300,13,1,0
17301,10,1,157002
17302,10,1,50004
17303,10,1,18957
17304,10,1,112605
17305,5,1,59307
17305,10,1,17827
17306,10,1,56888
17307,1,1,330000
17307,10,1,67060
17308,5,1,670973
17308,6,1,0
17308,10,1,39286
17308,12,1,0
17309,5,1,102826
17309,10,1,126631
17310,1,1,188424
17310,5,1,176044
17310,6,1,0
17310,10,1,54727
17310,13,1,0
17311,0,1,0
17311,2,1,2266136
17311,6,1,0
17311,10,1,24626
17312,6,1,0
17312,10,1,13861
17313,5,1,0
17313,6,1,19872
17313,10,1,23975
17313,32,1,60647
17314,5,1,0
17314,6,1,46944
17314,10,1,849067
17315,1,1,490735
17315,5,1,88630
17315,6,1,0
17315,10,1,90386
17315,13,1,0
17316,1,3,0
17316,5,1,0
17316,6,1,6848
17316,7,1,0
17316,10,1,112283
17316,15,1,75926
17317,10,1,8183
17318,1,3,430492
17318,6,1,4780
17318,10,1,33164
17319,5,1,0
17319,10,1,11911
17320,5,1,0
17320,10,1,16298
17321,10,1,-542
17322,0,1,36018
17322,1,1,0
17322,10,1,26114
17322,10,2,6212
17323,5,1,202663
17323,6,1,168312
17323,10,1,34290
17324,10,1,72773
17325,10,1,21942
17326,5,1,171665
17326,8,1,30031
17326,10,1,3328
17327,0,1,98095
17327,5,1,0
17327,6,1,0
17327,10,1,11188
17328,10,1,17871
17329,6,1,0
17329,10,1,11618
17329,13,1,0
17330,2,4,2367055
17330,5,1,0
17330,6,1,0
17330,10,1,27365
17330,13,1,0
17331,10,1,277745
17332,5,1,133399
17332,10,1,42810
17333,5,1,0
17333,10,1,1883
17334,10,1,196193
17335,0,1,26587
17335,1,1,280037
17335,2,4,2527022
17335,5,1,391093
17335,6,1,0
17335,10,1,15315
17335,10,2,-32
17335,12,1,38844
17336,5,1,0
17336,5,4,132266
17336,10,1,60473
17336,13,1,1406
17337,1,1,274144
17337,5,1,0
17337,10,1,4043
17338,5,1,607274
17338,10,1,31126
17339,2,4,1395629
17339,5,1,0
17339,5,4,126233
17339,6,1,0
17339,10,1,98348
17339,13,1,0
17339,32,1,90373
17340,1,1,206727
17340,10,1,70275
17340,51,1,0
17341,2,1,1707886
17341,10,1,-988
17342,0,1,471116
17342,1,1,444044
17342,5,1,0
17342,6,1,0
17342,10,1,26184
17343,2,1,417199
17343,5,1,296379
17343,6,1,0
17343,10,1,-110
17343,10,2,0
17343,13,1,0
17344,10,1,1036
17345,10,1,54702
17346,2,1,957184
17346,10,1,4814
17347,6,1,0
17347,10,1,37002
17348,0,1,211300
17348,1,1,251972
17348,6,1,15000
17348,10,1,18423
17349,10,1,70109
17350,5,1,500248
17350,6,1,80847
17350,10,1,53416
17351,1,1,272735
17351,10,1,11401
17352,0,1,0
17352,5,1,0
17352,10,1,64063
17353,0,1,140255
17353,1,1,350368
17353,5,1,30663
17353,6,1,9250
17353,7,1,129233
17353,10,1,24051
17354,10,1,2207
17355,10,1,4988
17355,12,1,0
17356,2,4,3842885
17356,4,1,18482
17356,6,1,5247
17356,10,1,45016
17356,12,1,0
17357,0,1,0
17357,6,1,34626
17357,10,1,26044
17358,10,1,56237
17359,5,1,91220
17359,10,1,61584
17360,2,4,553779
17360,6,1,0
17360,10,1,102462
17360,13,1,0
17361,1,4,0
17361,10,1,74577
17362,1,1,0
17362,5,1,99637
17362,10,1,35276
17363,5,1,62505
17363,6,1,7500
17363,10,1,20300
17364,2,4,410011
17364,6,1,17149
17364,10,1,1898
17365,1,1,238678
17365,7,1,147400
17365,10,1,54580
17365,13,1,68974
17366,10,1,2491
17367,5,1,74144
17367,6,1,14664
17367,10,1,57923
17367,32,1,155054
17368,8,1,300242
17368,10,1,13871
17369,5,1,195652
17369,10,1,608
17370,0,1,59587
17370,8,1,670102
17370,10,1,39544
17371,6,1,0
17371,10,1,1799
17372,6,1,0
17372,10,1,85311
17373,5,1,490659
17373,6,1,0
17373,10,1,296336
17373,13,1,0
17374,5,1,50923
17374,10,1,0
17375,5,1,0
17375,10,1,0
17375,13,1,0
17376,1,4,530754
17376,5,1,380615
17376,6,1,0
17376,10,1,112251
17376,13,1,0
17377,10,1,8310
17378,10,1,11762
17379,10,1,45741
17380,1,1,88779
17380,5,1,494277
17380,10,1,103537
17381,1,1,229173
17382,10,1,2042
17383,6,1,0
17383,10,1,1478
17383,13,1,0
17384,2,1,1470453
17384,6,1,0
17384,10,1,25558
17385,5,1,0
17385,10,1,120739
17386,5,1,251117
17386,6,1,0
17386,10,1,76757
17387,10,1,25298
17388,1,1,188482
17389,3,1,0
17389,5,1,21235
17389,6,1,19800
17389,10,1,45038
17390,5,1,277335
17390,10,1,52885
17391,1,1,109142
17391,5,1,423568
17391,6,1,8300
17391,10,1,77183
17392,1,1,89046
17392,10,1,27632
17393,2,1,0
17393,2,4,1815229
17393,3,1,0
17393,5,1,562953
17393,6,1,0
17393,10,1,78074
17393,15,1,0
17394,10,1,130528
17395,6,1,0
17395,10,1,333056
17395,53,1,2707616
17396,1,1,0
17396,5,1,351485
17396,10,1,16478
17397,1,1,0
17397,10,1,112416
17397,13,4,0
17398,6,1,0
17398,10,1,24832
17398,13,1,0
17399,1,1,190038
17399,6,1,31198
17399,10,1,80881
17400,10,1,2056
17401,10,1,38321
17401,13,1,0
17402,3,1,0
17402,10,1,7780
17403,10,1,10914
17404,6,1,0
17404,10,1,41595
17405,10,1,126422
17406,10,1,115293
17407,2,1,470989
17408,5,1,169657
17408,10,1,77344
17409,0,4,1
17409,6,1,0
17409,10,1,147366
17410,10,1,12964
17411,1,3,190638
17411,1,4,1179403
17411,5,1,5170
17411,10,1,76008
17412,1,1,732757
17412,1,4,0
17412,5,1,0
17412,6,1,0
17412,10,1,435477
17413,0,1,0
17413,5,1,0
17413,6,1,0
17413,10,1,86937
17413,10,2,12575
17413,13,1,0
17414,6,1,0
17414,10,1,29693
17414,13,1,0
17415,1,1,220413
17415,10,1,16821
17416,0,1,97929
17416,5,1,0
17416,6,1,10685
17416,10,1,15394
17417,6,1,40331
17417,10,1,8025
17417,13,1,0
17418,1,1,0
17418,6,1,0
17418,10,1,5190
17419,5,1,128906
17419,10,1,75502
17420,6,1,24639
17420,10,1,101103
17421,1,1,0
17421,10,1,20637
17421,17,4,269631
17422,0,1,0
17422,1,1,0
17422,5,1,472884
17422,6,1,25133
17422,10,1,81331
17422,13,1,0
17423,10,1,36885
17424,5,1,0
17424,10,1,86555
17425,5,1,54528
17425,10,1,0
17426,2,4,74380
17426,5,1,96892
17426,10,1,78507
17426,13,1,0
17427,6,1,11790
17427,10,1,50055
17428,10,1,86440
17429,10,1,3405
17430,5,1,208292
17430,6,1,0
17430,10,1,122154
17430,13,1,0
17431,10,1,11466
17432,5,1,0
17432,10,1,43021
17433,0,1,99192
17433,5,1,289795
17433,10,1,75098
17433,13,1,0
17434,1,1,11917
17434,2,4,768356
17434,6,1,0
17434,10,1,36961
17435,10,1,16762
17436,6,1,0
17436,10,1,6761
17436,15,1,68889
17437,0,1,179902
17437,10,1,18378
17438,10,1,0
17439,5,1,0
17439,10,1,303996
17440,5,1,871618
17440,6,1,33600
17440,10,1,17803
17440,32,1,221869
17441,10,1,1395
17442,5,1,63419
17442,6,1,21000
17442,10,1,52273
17443,10,1,27303
17443,13,4,66286
17444,10,1,28514
17445,0,1,98996
17445,5,1,0
17446,2,4,1250000
17446,5,1,18962
17446,10,1,62237
17446,12,1,85440
17446,13,3,0
17447,10,1,32994
17448,5,1,119107
17448,10,1,29197
17449,5,1,191078
17449,10,1,126872
17450,5,1,0
17450,10,1,100560
17451,10,1,0
17451,13,1,0
17452,5,1,140193
17452,10,1,34957
17453,1,1,285348
17453,10,1,30000
17453,13,1,9155
17454,6,1,9284
17454,10,1,86635
17454,12,1,8
17454,13,1,0
17455,10,1,-8334
17456,10,1,40864
17457,10,1,19658
17458,0,1,97957
17458,5,1,0
17458,6,1,83192
17458,7,1,169000
17458,10,1,1800
17458,13,1,17804
17458,32,1,214824
17459,0,1,240747
17459,1,1,225120
17459,2,1,1341935
17459,10,1,0
17459,15,1,51159
17460,10,1,7777
17460,13,1,0
17461,10,1,26490
17462,10,1,3233
17463,5,1,0
17463,10,1,313548
17463,13,1,0
17464,0,1,62753
17464,5,1,29431
17464,6,1,0
17464,10,1,274355
17465,10,1,96951
17466,0,1,99188
17466,5,1,0
17466,10,1,8623
17467,0,1,0
17467,5,1,30485
17467,6,1,0
17467,10,1,192136
17467,12,1,0
17468,0,1,0
17468,5,1,293144
17468,10,1,33387
17469,10,1,22236
17469,10,2,0
17470,5,1,7409
17470,6,1,29500
17470,10,1,39964
17471,0,1,99003
17471,5,1,0
17471,10,1,6360
17472,2,1,1734582
17472,5,1,155453
17472,10,1,11695
17473,0,1,98948
17473,5,1,0
17474,1,1,230488
17474,10,1,13563
17475,5,1,102849
17475,6,1,0
17475,10,1,7360
17476,1,4,490507
17476,10,1,37805
17477,1,1,346158
17477,2,4,1549464
17477,10,1,96279
17478,5,1,0
17478,10,1,5140
17478,13,1,0
17479,1,1,290563
17479,5,1,211627
17479,6,1,32000
17479,10,1,46762
17479,13,1,0
17480,10,1,90826
17481,5,1,0
17481,10,1,1697
17481,13,4,0
17482,1,1,216330
17482,10,1,25494
17483,0,1,219480
17483,1,1,0
17483,2,1,598326
17483,3,1,667676
17483,6,1,0
17483,10,1,46772
17484,1,1,319323
17484,6,1,17000
17484,10,1,52156
17484,13,1,0
17485,0,1,0
17485,5,1,0
17485,6,1,0
17485,10,1,38930
17486,0,1,137167
17486,10,1,73057
17486,13,1,60620
17487,2,1,1742409
17487,10,1,27506
17488,1,1,0
17488,2,4,1731664
17488,10,1,12715
17488,10,2,0
17488,13,1,0
17489,1,1,0
17489,10,1,42097
17490,1,1,29897
17490,6,1,196710
17490,10,1,8490
17491,10,1,92579
17491,13,1,0
17492,0,4,0
17492,1,1,272032
17492,5,1,120413
17492,10,1,23012
17493,10,1,138379
17493,13,1,0
17494,1,1,1507836
17494,5,1,128253
17494,6,1,9865
17494,8,1,0
17494,10,1,504689
17495,1,1,744117
17495,6,1,0
17495,10,1,96044
17496,6,1,1717
17496,10,1,114507
17497,5,1,0
17497,10,1,99296
17498,10,1,57982
17499,6,1,15387
17499,10,1,29609
17500,5,1,0
17500,6,1,0
17500,10,1,32750
17501,10,1,26839
17502,10,1,19574
17503,0,1,15050
17503,10,1,181250
17504,0,1,0
17504,5,1,0
17504,6,1,0
17504,10,1,172911
17504,10,2,0
17504,12,1,0
17504,13,1,0
17504,17,3,0
17505,5,1,241524
17505,10,1,48014
17506,10,1,7669
17507,0,1,536674
17507,1,1,413607
17507,5,1,0
17507,10,1,23873
17507,31,1,386
17508,10,1,62832
17509,5,1,0
17509,10,1,14268
17510,1,4,381358
17510,10,1,25772
17510,13,1,34916
17511,2,1,745885
17511,10,1,58471
17512,10,1,59190
17513,10,1,86438
17514,5,1,93908
17514,10,1,90399
17515,5,1,125993
17515,6,1,0
17515,7,1,128000
17515,10,1,30276
17516,10,1,2798
17516,13,1,25534
17517,10,1,14287
17517,13,1,0
17518,0,1,98169
17518,1,1,441052
17518,5,1,0
17518,6,1,0
17518,10,1,56586
17518,10,2,54584
17519,10,1,461
17520,10,1,318
17521,10,1,12755
17522,1,1,0
17522,5,1,0
17522,10,1,122695
17522,13,1,0
17523,5,1,618477
17523,6,1,0
17523,10,1,589
17523,13,1,0
17524,5,1,93405
17524,6,1,21464
17524,10,1,50525
17525,10,1,57941
17525,12,1,55424
17526,6,1,0
17526,10,1,6048
17526,13,1,10576
17527,1,1,375972
17527,6,1,8250
17527,10,1,32184
17527,10,2,23312
17528,0,1,10
17528,2,1,713378
17528,6,1,0
17528,10,1,7815
17528,13,1,0
17529,5,1,223913
17529,10,1,21742
17530,5,1,34595
17530,10,1,21691
17531,0,1,6570
17531,1,1,260040
17531,10,1,17560
17532,1,1,0
17532,5,1,0
17532,6,1,0
17532,10,1,7847
17533,0,1,2210684
17533,1,1,62372
17533,6,1,0
17533,10,1,166274
17533,10,2,51998
17533,16,1,1567552
17533,17,1,3906208
17533,17,3,0
17533,17,4,51606
17534,5,1,473584
17534,7,1,41998
17534,10,1,29719
17535,2,1,654139
17535,5,1,75980
17535,6,1,33964
17536,1,1,0
17536,2,1,0
17536,6,1,54684
17536,7,1,200000
17536,10,1,24142
17537,10,1,27895
17538,1,1,535949
17538,5,1,45666
17538,6,1,0
17538,8,1,181
17538,10,1,131369
17538,12,1,0
17538,13,1,0
17538,13,4,0
17538,32,1,0
17539,10,1,80431
17540,10,1,45094
17541,10,1,446
17542,2,4,0
17542,5,1,0
17542,10,1,3321
17543,10,1,133387
17544,5,1,0
17544,10,1,58979
17545,1,1,0
17545,2,4,2932584
17545,5,1,112045
17545,6,1,26600
17545,10,1,130415
17546,2,1,3008083
17546,2,4,4033868
17546,6,1,9000
17546,12,1,430643
17547,10,1,-397
17548,1,1,0
17548,5,1,0
17548,10,1,5437
17549,0,1,98204
17549,5,1,0
17549,7,1,0
17549,10,1,10496
17549,17,1,0
17550,0,1,0
17550,1,1,0
17550,2,4,3008551
17550,5,1,0
17550,10,1,102233
17550,10,2,6354
17550,51,4,0
17551,6,1,0
17551,10,1,127174
17552,0,1,300363
17552,1,1,272681
17552,2,4,2733354
17552,5,1,139090
17552,10,1,36289
17553,5,1,0
17553,10,1,39022
17554,10,1,34843
17555,5,1,0
17555,10,1,35932
17556,5,1,150856
17556,6,1,0
17556,10,1,93922
17557,10,1,110
17557,13,1,0
17558,10,1,39994
17558,10,2,0
17559,5,1,425581
17559,10,1,25597
17560,0,1,98176
17560,5,1,0
17560,10,1,50854
17561,5,1,98222
17561,5,4,378802
17561,6,1,0
17561,7,1,230261
17561,10,1,13952
17562,5,1,295191
17562,10,1,225726
17563,10,1,73884
17564,8,1,59470
17564,10,1,9037
17565,10,1,2356
17566,10,1,58836
17567,5,1,0
17567,10,1,3282
17568,10,1,4087
17569,5,1,256122
17569,10,1,58484
17569,13,1,0
17570,10,1,239527
17571,10,1,120950
17572,1,1,0
17572,6,1,38215
17572,10,1,0
17573,10,1,31910
17574,10,1,42118
17574,10,2,0
17574,13,1,0
17575,10,1,8986
17576,10,1,5595
17577,1,1,520380
17577,6,1,0
17577,10,1,6584
17578,10,1,36218
17579,2,4,3000000
17579,5,1,81204
17579,6,1,3694
17579,10,1,49422
17580,0,1,0
17580,1,1,0
17580,5,1,0
17580,10,1,72789
17580,13,1,-7181
17581,10,1,7161
17582,5,1,339992
17582,10,1,18819
17583,5,1,113002
17583,6,1,0
17583,7,1,14157
17583,10,1,83275
17583,12,1,0
17583,32,1,94932
17584,2,4,3733065
17584,5,1,143508
17584,6,1,20095
17584,10,1,17492
17584,12,1,0
17584,32,4,0
17585,6,1,29464
17585,10,1,50995
17586,10,1,-2259
17587,1,4,0
17587,6,1,0
17587,10,1,92057
17588,7,1,396000
17588,10,1,39001
17589,10,1,106667
17589,13,1,10204
17590,6,1,0
17590,10,1,5884
17591,10,1,124441
17592,10,1,110225
17593,10,1,120149
17594,1,4,1336925
17594,2,4,0
17594,3,1,42444359
17594,10,1,7114
17594,10,2,0
17595,10,1,10944
17596,5,1,0
17596,10,1,97154
17597,1,1,316153
17597,10,1,3451
17598,1,1,0
17598,5,1,283280
17599,5,1,394404
17599,5,4,0
17599,6,1,10490
17599,6,3,0
17599,6,4,0
17599,10,1,-311
17599,13,1,0
17599,13,4,0
17600,5,1,142796
17600,10,1,30149
17601,0,1,49130
17601,1,1,34611
17601,5,1,124852
17601,6,1,0
17601,10,1,1321
17601,13,1,0
17602,2,4,816262
17602,5,1,0
17602,10,1,7672
17603,2,1,1584004
17603,10,1,14005
17604,6,1,24846
17604,8,4,70900
17604,10,1,229563
17605,10,1,2997
17605,53,4,261346
17606,10,1,32279
17607,2,1,682129
17607,10,1,63680
17608,5,1,127104
17608,10,1,1659
17609,10,1,91833
17610,10,1,61109
17610,13,3,0
17610,32,1,132480
17611,10,1,56860
17611,13,1,3277
17612,1,1,0
17612,5,1,311971
17612,6,1,0
17612,10,1,47757
17612,13,1,0
17613,5,1,0
17613,10,1,33968
17614,5,1,118584
17614,6,1,7500
17614,10,1,82464
17614,13,1,0
17615,3,4,315273
17615,5,1,0
17615,10,1,69245
17616,5,1,141269
17616,10,1,24189
17617,0,1,235769
17617,5,1,25918
17617,10,1,29234
17618,6,1,13329
17618,10,1,8979
17618,13,1,0
17619,0,1,0
17619,5,1,0
17619,10,1,44623
17620,6,1,77774
17620,10,1,104431
17620,13,1,0
17621,6,1,1613
17621,10,1,40023
17622,2,1,509012
17622,5,1,299565
17622,6,1,9162
17622,10,1,1197
17623,10,1,66702
17624,6,1,1050
17624,10,1,446
17625,5,1,205330
17625,10,1,5786
17626,1,1,189964
17626,2,1,840730
17626,10,1,39845
17626,13,4,0
17627,6,1,0
17627,7,1,0
17627,10,1,47177
17627,13,1,50334
17628,1,1,74521
17628,6,1,0
17628,10,1,82227
17628,32,1,2982
17629,5,1,101121
17629,6,1,24864
17629,10,1,79258
17629,13,1,0
17630,10,1,2442
17630,13,1,0
17631,5,1,0
17631,6,1,5378
17631,7,1,155000
17631,8,1,0
17631,10,1,265773
17632,6,1,0
17632,10,1,54551
17633,0,1,0
17633,1,1,461315
17633,6,1,40494
17633,10,1,66639
17634,5,1,160756
17634,10,1,62195
17635,6,1,5295
17635,10,1,33131
17635,10,2,0
17635,13,1,3823
17636,10,1,110680
17636,13,1,13226
17637,1,1,0
17637,10,1,995
17638,0,1,0
17638,10,1,17756
17639,10,1,4480
17640,10,1,25868
17641,5,1,389495
17641,5,4,0
17641,6,1,2910
17641,7,1,0
17641,7,4,57458
17641,10,1,280782
17641,13,1,0
17642,10,1,44457
17643,6,1,5978
17643,10,1,11776
17644,0,1,285699
17644,1,1,233241
17644,2,1,4714214
17644,6,1,0
17644,10,1,0
17644,13,1,114099
17645,10,1,10235
17646,10,1,14499
17647,1,4,11711
17647,2,1,3437597
17647,2,4,0
17647,6,1,0
17647,10,1,0
17648,5,1,0
17648,10,1,0
17649,1,1,170149
17649,6,1,2847
17649,10,1,-6
17650,10,1,13621
17651,3,1,0
17651,6,1,0
17651,10,1,22079
17652,5,1,0
17652,10,1,42394
17652,13,1,0
17653,10,1,15461
17654,1,1,27200
17654,10,1,208375
17655,0,1,98976
17655,5,1,96293
17655,6,1,8000
17655,10,1,50490
17656,1,4,473583
17656,10,1,119290
17657,10,1,44683
17657,13,1,35336
17658,5,1,314088
17658,10,1,13286
17659,10,1,44849
17659,13,1,49392
17660,10,1,188246
17661,5,1,777830
17661,10,1,123591
17662,0,1,0
17662,1,1,0
17662,1,4,695798
17662,2,3,1067969
17662,2,4,0
17662,5,1,211555
17662,6,1,17999
17662,10,1,178839
17662,12,1,0
17662,13,1,33040
17662,51,1,0
17663,5,1,0
17663,10,1,110015
17663,13,1,0
17664,5,1,349914
17664,10,1,89540
17665,0,1,0
17665,10,1,77765
17666,5,1,433817
17666,10,1,33847
17666,13,1,0
17667,10,1,39779
17668,10,1,52321
17669,1,1,384025
17669,10,1,163872
17669,13,1,0
17670,10,1,20205
17670,10,2,25376
17671,0,1,160838
17671,1,1,133616
17671,5,1,0
17671,6,1,0
17671,10,1,80439
17672,6,1,1899
17672,10,1,19898
17673,1,1,173398
17673,6,1,8250
17673,10,1,66012
17673,10,2,0
17673,13,1,0
17673,15,1,0
17674,10,1,6705
17675,1,1,266135
17675,5,1,299938
17675,6,1,0
17675,10,1,71114
17675,10,2,7360
17675,13,1,0
17676,0,1,0
17676,10,1,82721
17676,10,2,0
17677,10,1,30260
17678,10,1,102621
17678,32,1,237327
17679,6,1,2800
17679,10,1,49040
17680,0,1,20
17680,10,1,132120
17681,10,1,872
17682,5,1,0
17682,10,1,139779
17682,13,1,0
17683,2,1,183146
17684,0,1,0
17684,5,1,100251
17684,10,1,3580
17684,13,1,0
17685,10,1,3377
17686,1,1,0
17686,5,1,0
17686,10,1,34761
17687,1,1,0
17687,5,1,1351208
17687,10,1,130702
17687,12,1,0
17688,6,1,16250
17689,5,1,0
17689,10,1,84547
17690,6,1,0
17690,10,1,26478
17691,5,1,0
17691,6,1,0
17691,10,1,16758
17691,13,1,-20000
17692,5,1,176682
17692,10,1,11051
17693,10,1,39450
17693,10,2,27266
17694,6,1,0
17694,10,1,35899
17694,13,1,33520
17695,0,1,0
17695,5,1,0
17695,10,1,18021
17696,10,1,11346
17697,10,1,-476
17697,13,1,0
17698,12,4,79265
17699,10,1,11183
17699,13,1,0
17700,6,1,37290
17700,10,1,68373
17700,13,1,0
17701,0,1,0
17701,0,4,986991
17701,2,1,0
17701,2,4,960103
17701,5,1,0
17701,6,1,4600
17701,10,1,128125
17701,10,2,876
17701,12,1,0
17701,15,1,0
17701,51,1,0
17702,0,1,98165
17702,5,1,0
17702,10,1,10555
17703,5,1,309719
17703,6,1,24000
17703,7,1,0
17703,10,1,59409
17703,12,1,0
17703,13,1,30418
17704,1,1,337253
17704,1,4,371774
17704,3,1,3677796
17704,3,4,19993312
17704,6,1,0
17704,10,1,88860
17704,32,4,2818443
17705,1,1,0
17705,6,1,1998
17705,7,1,0
17705,10,1,24552
17705,13,4,0
17706,5,1,245843
17706,6,1,0
17706,10,1,0
17706,13,1,72270
17707,10,1,76667
17708,7,1,0
17708,10,1,15273
17709,10,1,19924
17710,5,1,43364
17710,10,1,17
17711,1,1,489460
17711,5,1,51928
17711,10,1,34748
17712,6,1,3830
17712,10,1,10692
17713,0,1,98948
17713,5,1,0
17714,5,1,58335
17714,6,1,0
17714,10,1,39659
17715,2,4,8300598
17715,10,1,5996
17716,1,1,0
17716,2,1,0
17716,5,1,0
17716,10,1,0
17717,10,1,470
17718,5,1,107000
17718,6,1,0
17718,10,1,20389
17718,13,4,0
17718,32,1,63691
17719,5,1,217591
17719,6,1,15540
17719,10,1,470652
17720,10,1,18992
17720,13,1,33623
17721,5,1,0
17721,6,1,0
17721,10,1,36409
17722,5,1,423787
17722,10,1,262387
17723,5,1,283823
17723,10,1,26748
17724,6,1,27129
17724,10,1,7663
17725,1,1,4068
17725,6,1,0
17725,10,1,24972
17726,5,1,224663
17726,10,1,17535
17727,10,1,11103
17728,5,1,450000
17728,10,1,40361
17729,1,1,504238
17729,5,1,0
17729,10,1,79081
17730,10,1,17987
17731,2,1,480376
17731,8,1,75349
17731,10,1,38464
17731,13,1,0
17732,2,1,1470617
17732,5,1,914679
17732,10,1,7579
17732,10,2,0
17732,35,4,0
17733,0,1,0
17733,2,1,1381863
17733,5,1,0
17733,6,1,0
17733,10,1,43013
17733,13,1,0
17734,5,1,362729
17734,7,1,35900
17734,10,1,73357
17734,13,1,32371
17735,5,1,37761
17735,6,1,36000
17735,10,1,9080
17735,13,1,0
17735,13,3,37670
17736,1,1,0
17736,10,1,2481
17736,32,1,55059
17737,6,1,18360
17737,10,1,54597
17738,6,1,6750
17738,10,1,92756
17739,5,1,76906
17739,10,1,15617
17740,1,1,0
17740,10,1,44410
17741,10,1,10057
17742,6,1,0
17742,10,1,16649
17742,13,1,0
17743,1,1,0
17743,6,1,0
17743,10,1,182966
17744,5,1,145140
17744,10,1,33088
17745,5,1,361749
17745,6,1,0
17745,10,1,49464
17746,10,1,221174
17746,32,1,190668
17747,5,1,242000
17747,10,1,43328
17748,1,4,0
17748,8,1,0
17748,10,1,5586
17749,10,1,453566
17750,5,1,167728
17750,6,1,31910
17750,10,1,158264
17750,13,1,12546
17751,0,1,0
17751,1,1,0
17751,1,4,0
17751,2,4,4762515
17751,6,1,42800
17751,10,1,0
17751,32,1,0
17752,1,1,0
17752,5,1,174487
17752,6,1,0
17752,10,1,8667
17753,5,1,56166
17753,10,1,61433
17754,10,1,895
17755,10,1,2844
17756,10,1,44956
17756,13,1,4608
17757,6,1,0
17757,10,1,18777
17758,5,1,104869
17758,6,1,0
17758,10,1,39963
17758,13,1,0
17759,10,1,31943
17759,13,1,0
17760,10,1,3198
17761,7,1,0
17761,10,1,42535
17762,0,1,7
17762,5,4,104460
17762,6,1,17900
17762,7,1,70360
17762,10,1,-5
17762,51,1,341782
17762,53,1,0
17763,10,1,43283
17764,10,1,19786
17764,13,1,0
17765,0,1,0
17765,5,1,0
17765,6,1,0
17765,10,1,68569
17765,12,1,372844
17765,13,1,0
17765,32,1,0
17766,10,1,56466
17767,10,1,79319
17768,5,1,330368
17768,10,1,67350
17769,5,1,0
17769,6,1,14634
17769,10,1,0
17769,12,1,0
17769,13,1,425670
17770,5,1,110326
17770,8,1,685546
17770,10,1,65707
17771,10,1,33382
17772,10,1,19361
17772,13,1,45215
17772,32,1,174250
17773,10,1,9163
17774,1,1,397049
17774,6,1,8000
17774,10,1,51333
17774,13,1,0
17775,1,1,116637
17775,6,1,9750
17775,7,4,80050
17775,10,1,231233
17775,13,4,0
17776,1,1,102253
17776,6,1,38598
17776,6,3,660917
17776,10,1,2946
17777,1,1,583636
17777,1,3,434700
17777,6,1,12000
17777,6,3,229
17777,10,1,106827
17777,15,1,368488
17778,0,1,489946
17778,1,1,166329
17778,2,4,1249360
17778,5,1,241352
17778,6,1,0
17778,10,1,20232
17778,13,1,0
17779,10,1,26758
17779,13,1,0
17779,32,4,572525
17780,5,1,112596
17780,6,1,0
17780,10,1,25783
17780,13,1,0
17781,5,1,139072
17781,10,1,111189
17782,2,1,1208254
17782,10,1,11165
17782,12,1,0
17783,5,1,151257
17783,10,1,46257
17784,0,1,0
17784,10,1,14925
17784,13,1,0
17785,10,1,2342
17786,10,1,18912
17787,1,1,0
17787,2,1,2397029
17787,10,1,-46
17788,1,1,444850
17788,5,1,108312
17788,6,1,0
17788,10,1,21519
17788,13,1,0
17789,0,1,0
17789,1,3,0
17789,2,4,13085690
17789,10,1,-682
17789,10,2,0
17790,5,1,0
17790,6,1,11784
17790,10,1,316
17791,0,1,0
17791,1,1,0
17791,1,3,0
17791,6,1,11561
17791,10,1,15682
17791,10,2,59761
17792,10,1,38065
17793,6,1,0
17793,10,1,3158
17793,13,4,0
17794,0,1,0
17794,5,1,284895
17794,10,1,59296
17794,13,1,0
17795,0,1,0
17795,6,1,2700
17795,10,1,73219
17795,10,2,-19
17796,10,1,70117
17797,10,1,7158
17798,10,1,40883
17799,10,1,16509
