,customer_no,owner_indic,count,acct_type,utilization,utilization_count,cur_balance_amt,enquiry_count
50958,15938,1,14,10,Low,3,89883,12
50959,15938,1,14,13,Low,2,0,4
50960,15939,1,8,5,High,2,205957,17
50961,15939,1,8,5,Low,1,205957,17
50962,15939,1,8,10,High,1,55867,11
50963,15939,1,8,10,Low,4,55867,11
50964,15940,1,5,5,Low,1,0,8
50965,15940,1,5,10,Low,4,42727,3
50966,15940,2,1,10,Low,1,4675,3
50967,15941,1,17,5,High,1,410000,11
50968,15941,1,17,5,Low,1,410000,11
50969,15941,1,17,6,Low,1,0,1
50970,15941,1,17,10,High,5,34765,12
50971,15941,1,17,10,Low,8,34765,12
50972,15941,4,1,2,High,1,1821538,1
50973,15942,1,19,1,High,1,43888,1
50974,15942,1,19,5,High,7,1038889,9
50975,15942,1,19,5,Low,1,1038889,9
50976,15942,1,19,10,High,5,63298,6
50977,15942,1,19,10,Low,5,63298,6
50978,15942,2,1,10,High,1,0,6
50979,15943,1,3,10,Low,2,46753,2
50980,15943,1,3,13,Low,1,0,3
50981,15944,1,5,6,Low,1,2750,1
50982,15944,1,5,10,High,2,70355,7
50983,15944,1,5,10,Low,2,70355,7
50984,15945,1,4,10,Low,3,28354,7
50985,15945,1,4,13,Low,1,0,1
50986,15946,1,2,10,Low,2,29921,5
50987,15947,1,4,6,High,1,0,1
50988,15947,1,4,6,Low,1,0,1
50989,15947,1,4,10,Low,2,25641,4
50990,15948,1,6,5,High,1,209756,8
50991,15948,1,6,5,Low,1,209756,8
50992,15948,1,6,10,High,1,57277,9
50993,15948,1,6,10,Low,2,57277,9
50994,15949,1,13,1,High,1,101326,1
50995,15949,1,13,5,High,3,813883,8
50996,15949,1,13,6,Low,1,0,2
50997,15949,1,13,10,High,1,16308,6
50998,15949,1,13,10,Low,3,16308,6
50999,15949,1,13,13,Low,4,29501,3
51000,15950,1,8,5,High,1,106971,1
51001,15950,1,8,10,Low,7,96771,12
51002,15950,2,2,10,Low,2,14771,12
51003,15951,1,4,5,High,1,32188,3
51004,15951,1,4,10,Low,3,38444,4
51005,15952,1,2,10,High,2,9082,6
51006,15953,1,3,1,High,1,53815,1
51007,15953,1,3,10,Low,2,6488,15
51008,15953,3,1,8,High,1,420273,3
51009,15954,1,6,5,Low,1,0,1
51010,15954,1,6,10,Low,5,13398,12
51011,15955,1,3,10,High,1,95063,6
51012,15955,1,3,10,Low,2,95063,6
51013,15956,1,11,1,High,1,366572,1
51014,15956,1,11,2,High,1,1897736,10
51015,15956,1,11,5,High,1,0,1
51016,15956,1,11,10,High,6,578758,27
51017,15956,1,11,10,Low,2,578758,27
51018,15957,1,3,10,Low,3,-19,4
51019,15958,1,5,5,High,1,81437,1
51020,15958,1,5,10,Low,2,32160,9
51021,15958,1,5,13,Low,2,0,4
51022,15959,1,4,10,Low,4,27643,7
51023,15959,3,1,13,Low,1,19513,1
51024,15960,1,4,1,High,1,0,1
51025,15960,1,4,10,Low,2,57318,10
51026,15960,1,4,13,Low,1,0,1
51027,15961,1,4,1,High,1,268318,1
51028,15961,1,4,10,High,1,33035,4
51029,15961,1,4,10,Low,2,33035,4
51030,15962,1,6,10,High,1,101561,12
51031,15962,1,6,10,Low,3,101561,12
51032,15963,1,9,5,High,1,0,1
51033,15963,1,9,6,Low,2,0,3
51034,15963,1,9,10,High,3,96913,10
51035,15963,1,9,10,Low,1,96913,10
51036,15963,1,9,13,Low,2,0,1
51037,15964,1,15,5,Low,2,0,20
51038,15964,1,15,10,Low,9,1222,18
51039,15965,1,14,5,High,2,0,1
51040,15965,1,14,6,Low,1,0,1
51041,15965,1,14,10,High,2,9139,22
51042,15965,1,14,10,Low,9,9139,22
51043,15966,1,2,10,Low,2,6846,3
51044,15967,1,7,5,High,4,167535,20
51045,15967,1,7,10,Low,2,14739,5
51046,15968,1,3,5,High,1,130413,2
51047,15968,1,3,10,Low,2,57147,8
51048,15969,1,13,1,High,2,0,14
51049,15969,4,2,1,High,2,233220,14
51050,15969,1,13,2,High,1,1470227,1
51051,15969,1,13,5,High,1,0,1
51052,15969,1,13,6,Low,2,2400,6
51053,15969,1,13,10,Low,6,102543,4
51054,15969,1,13,13,Low,1,19966,1
51055,15970,1,1,10,Low,1,49970,6
51056,15971,1,3,5,High,1,129913,3
51057,15971,1,3,10,Low,2,24154,7
51058,15972,1,2,1,High,1,0,8
51059,15972,1,2,10,Low,1,28372,12
51060,15973,1,11,5,High,4,489375,25
51061,15973,1,11,5,Low,1,489375,25
51062,15973,1,11,6,Low,4,0,8
51063,15973,1,11,10,Low,2,38047,14
51064,15974,1,4,5,High,1,200000,1
51065,15974,1,4,10,Low,2,7059,7
51066,15974,1,4,13,Low,1,17349,1
51067,15975,1,3,6,Low,2,24160,1
51068,15975,1,3,10,Low,1,0,5
51069,15976,1,7,1,High,2,30667,7
51070,15976,1,7,5,High,1,288475,13
51071,15976,1,7,10,High,1,112846,28
51072,15976,1,7,10,Low,1,112846,28
51073,15977,1,24,5,High,2,4350,8
51074,15977,1,24,6,High,1,147866,3
51075,15977,1,24,6,Low,11,147866,3
51076,15977,1,24,10,High,9,399887,38
51077,15977,1,24,10,Low,1,399887,38
51078,15978,1,8,10,High,1,20221,6
51079,15978,1,8,10,Low,5,20221,6
51080,15978,1,8,13,Low,1,0,1
51081,15978,1,8,51,High,1,0,1
51082,15979,1,9,10,High,1,126734,25
51083,15979,1,9,10,Low,7,126734,25
51084,15980,1,10,5,High,1,148468,2
51085,15980,1,10,6,Low,5,39116,2
51086,15980,1,10,10,Low,4,3206,15
51087,15981,1,5,10,Low,4,103033,11
51088,15981,1,5,13,Low,1,0,2
51089,15982,1,2,10,Low,2,40417,8
51090,15983,1,2,10,Low,2,60810,8
51091,15984,1,4,10,High,1,6156,7
51092,15984,1,4,10,Low,2,6156,7
51093,15985,1,5,6,Low,2,14539,2
51094,15985,1,5,10,High,1,73059,4
51095,15985,1,5,10,Low,1,73059,4
51096,15986,1,5,5,High,2,468445,17
51097,15986,1,5,10,High,1,28831,17
51098,15986,1,5,10,Low,2,28831,17
51099,15987,1,5,5,High,1,0,2
51100,15987,1,5,10,Low,2,43294,6
51101,15988,1,6,10,Low,2,27195,22
51102,15989,1,6,6,Low,1,0,1
51103,15989,1,6,10,High,4,452813,13
51104,15989,1,6,10,Low,1,452813,13
51105,15990,1,2,10,Low,2,59029,4
51106,15991,1,20,5,High,1,81690,9
51107,15991,1,20,5,Low,1,81690,9
51108,15991,1,20,6,Low,4,33534,4
51109,15991,1,20,10,High,6,260402,29
51110,15991,1,20,10,Low,8,260402,29
51111,15992,1,6,5,High,3,402754,6
51112,15992,1,6,10,High,1,20483,23
51113,15992,1,6,10,Low,1,20483,23
51114,15992,1,6,13,Low,1,4473,1
51115,15993,1,8,6,Low,3,57503,3
51116,15993,1,8,10,High,1,237176,16
51117,15993,1,8,10,Low,4,237176,16
51118,15994,1,14,0,Low,1,0,1
51119,15994,1,14,2,High,1,2225902,3
51120,15994,1,14,10,Balanced,2,16432,31
51121,15994,1,14,10,High,2,16432,31
51122,15994,1,14,10,Low,8,16432,31
51123,15995,1,3,5,High,1,62387,1
51124,15995,1,3,10,High,1,2309,2
51125,15995,1,3,10,Low,1,2309,2
51126,15996,1,13,1,High,3,631273,5
51127,15996,1,13,2,High,1,0,2
51128,15996,4,2,2,High,2,6888979,2
51129,15996,1,13,5,High,1,0,3
51130,15996,1,13,6,Low,4,0,1
51131,15996,1,13,10,High,3,26559,16
51132,15996,1,13,10,Low,1,26559,16
51133,15997,1,11,1,High,1,205700,2
51134,15997,1,11,1,Low,1,205700,2
51135,15997,1,11,5,High,1,0,3
51136,15997,1,11,5,Low,2,0,3
51137,15997,1,11,10,High,1,117579,3
51138,15997,1,11,10,Low,2,117579,3
51139,15998,1,8,5,High,1,0,1
51140,15998,1,8,10,High,3,396744,15
51141,15998,1,8,10,Low,3,396744,15
51142,15999,1,3,1,High,1,325438,3
51143,15999,1,3,5,High,1,211254,2
51144,15999,1,3,10,Low,1,3389,2
51145,16000,1,2,10,Low,2,9357,3
51146,16001,1,5,10,High,2,57440,11
51147,16001,1,5,10,Low,3,57440,11
51148,16001,4,1,2,High,1,3211783,3
51149,16002,1,3,10,Low,3,7136,2
51150,16003,1,2,10,Low,2,28658,9
51151,16004,1,10,1,High,1,572577,1
51152,16004,1,10,5,High,1,78915,1
51153,16004,1,10,10,Low,6,89548,42
51154,16004,2,2,10,High,1,0,42
51155,16004,2,2,10,Low,1,0,42
51156,16004,1,10,13,High,1,0,1
51157,16005,1,4,10,High,1,0,1
51158,16006,1,17,6,Low,2,0,1
51159,16006,1,17,10,High,3,315122,16
51160,16006,1,17,10,Low,12,315122,16
51161,16007,1,5,10,High,1,151298,18
51162,16007,1,5,10,Low,4,151298,18
51163,16008,1,3,10,Low,3,135269,19
51164,16009,1,18,6,Low,12,48079,6
51165,16009,1,18,10,High,2,19029,9
51166,16009,1,18,13,Low,4,53890,3
51167,16010,1,6,5,High,1,426765,1
51168,16010,1,6,10,High,2,15064,19
51169,16010,1,6,10,Low,3,15064,19
51170,16011,1,8,5,High,1,0,13
51171,16011,1,8,5,Low,1,0,13
51172,16011,1,8,6,Low,2,0,2
51173,16011,1,8,10,High,2,132671,20
51174,16011,1,8,10,Low,2,132671,20
51175,16012,1,1,6,High,1,33331,3
51176,16013,1,4,10,High,1,4684,4
51177,16013,1,4,10,Low,2,4684,4
51178,16013,1,4,12,High,1,0,1
51179,16014,1,4,10,High,2,98788,10
51180,16014,1,4,10,Low,1,98788,10
51181,16014,3,1,1,High,1,604591,2
51182,16015,1,3,10,Low,3,145285,8
51183,16016,1,2,10,Low,2,77763,3
51184,16017,1,12,1,High,1,0,2
51185,16017,1,12,10,High,1,33941,21
51186,16017,1,12,10,Low,10,33941,21
51187,16018,1,10,1,High,1,530386,2
51188,16018,1,10,6,Low,1,0,1
51189,16018,1,10,10,High,2,32682,14
51190,16018,1,10,10,Low,5,32682,14
51191,16019,1,2,10,Low,1,525,3
51192,16019,1,2,13,Low,1,0,1
51193,16020,1,17,0,High,2,0,7
51194,16020,1,17,1,Low,1,0,1
51195,16020,3,1,1,High,1,0,1
51196,16020,1,17,5,High,2,0,4
51197,16020,1,17,5,Low,2,0,4
51198,16020,1,17,10,High,4,282987,9
51199,16020,1,17,10,Low,5,282987,9
51200,16021,1,3,10,Low,3,52598,4
51201,16022,1,6,5,High,1,171719,19
51202,16022,1,6,10,High,2,13001,13
51203,16022,1,6,10,Low,3,13001,13
51204,16023,1,9,10,High,2,30888,12
51205,16023,1,9,10,Low,7,30888,12
51206,16024,1,9,0,High,2,98858,1
51207,16024,1,9,5,High,1,0,1
51208,16024,1,9,10,High,1,14138,11
51209,16024,1,9,10,Low,4,14138,11
51210,16025,1,6,2,High,1,4194480,4
51211,16025,4,1,2,High,1,0,4
51212,16025,1,6,10,High,1,13298,7
51213,16025,1,6,10,Low,4,13298,7
51214,16026,1,6,5,High,1,333342,5
51215,16026,1,6,10,Low,4,72622,4
51216,16026,1,6,13,Low,1,0,2
51217,16027,1,9,5,Low,1,0,1
51218,16027,1,9,6,Low,4,0,1
51219,16027,1,9,10,Low,4,8659,5
51220,16028,1,6,10,Low,4,-890,14
51221,16029,1,23,5,High,1,0,2
51222,16029,1,23,5,Low,1,0,2
51223,16029,1,23,10,High,4,10576,25
51224,16029,1,23,10,Low,10,10576,25
51225,16029,1,23,12,Low,1,0,1
51226,16030,1,2,10,Low,2,24142,11
51227,16031,1,2,10,Low,2,22002,2
51228,16032,1,20,5,High,7,93999,24
51229,16032,1,20,5,Low,1,93999,24
51230,16032,1,20,7,Low,1,0,2
51231,16032,1,20,10,High,4,177815,11
51232,16032,1,20,10,Low,7,177815,11
51233,16032,2,1,10,Low,1,64000,11
51234,16032,4,1,2,High,1,1041118,2
51235,16033,1,3,10,Low,1,79,6
51236,16033,1,3,13,Low,2,22180,3
51237,16034,1,11,5,High,3,0,3
51238,16034,1,11,5,Low,2,0,3
51239,16034,1,11,10,Low,5,31161,11
51240,16034,2,1,10,Low,1,0,11
51241,16035,1,2,1,High,1,121291,1
51242,16035,1,2,10,Low,1,31441,2
51243,16036,1,17,1,High,1,5716,3
51244,16036,1,17,5,High,6,1256122,19
51245,16036,1,17,10,High,2,69003,13
51246,16036,1,17,10,Low,2,69003,13
51247,16037,1,4,10,Low,3,21111,12
51248,16037,1,4,13,Low,1,0,1
51249,16038,1,15,1,High,1,0,2
51250,16038,1,15,10,High,6,4538,16
51251,16038,1,15,10,Low,7,4538,16
51252,16038,2,3,10,High,3,0,16
51253,16038,1,15,12,High,1,0,1
51254,16039,1,12,1,High,2,170053,1
51255,16040,4,3,5,High,3,375000,4
51256,16041,1,8,5,High,1,194527,6
51257,16041,1,8,5,Low,1,194527,6
51258,16041,1,8,10,High,2,88777,10
51259,16041,1,8,10,Low,2,88777,10
51260,16042,1,6,5,High,1,89322,2
51261,16042,1,6,10,Low,5,185891,6
51262,16043,1,1,10,Low,1,3569,3
51263,16043,4,1,1,High,1,97853,5
51264,16044,1,6,5,High,2,102021,4
51265,16044,1,6,10,Low,4,59894,10
51266,16045,1,9,6,Low,6,51739,2
51267,16045,1,9,10,High,2,26284,19
51268,16045,1,9,13,Low,1,0,1
51269,16046,1,5,1,High,2,87480,5
51270,16046,1,5,10,High,1,31105,21
51271,16046,1,5,10,Low,2,31105,21
51272,16047,1,16,1,High,1,0,4
51273,16047,1,16,5,High,2,0,2
51274,16047,1,16,6,Low,7,0,2
51275,16047,1,16,10,High,3,156679,11
51276,16047,1,16,10,Low,2,156679,11
51277,16047,2,1,10,High,1,0,11
51278,16048,1,17,0,High,1,0,3
51279,16048,1,17,1,High,2,0,5
51280,16048,1,17,5,High,4,511534,17
51281,16048,1,17,10,High,3,48312,20
51282,16048,1,17,10,Low,7,48312,20
51283,16048,4,1,2,High,1,1796825,2
51284,16049,1,14,5,Low,4,0,4
51285,16049,1,14,10,High,2,47590,10
51286,16049,1,14,10,Low,7,47590,10
51287,16050,1,12,1,High,3,819555,5
51288,16050,1,12,10,Low,8,66205,43
51289,16050,1,12,13,Low,1,0,1
51290,16051,1,3,10,High,2,122464,15
51291,16051,1,3,10,Low,1,122464,15
51292,16052,1,7,6,Low,4,29256,1
51293,16052,1,7,10,High,1,12001,14
51294,16052,1,7,10,Low,2,12001,14
51295,16053,1,11,5,High,1,144947,21
51296,16053,1,11,5,Low,1,144947,21
51297,16053,1,11,10,Low,6,24667,19
51298,16053,1,11,13,Low,2,0,1
51299,16053,4,1,2,High,1,1371494,8
51300,16054,1,3,10,High,1,104632,15
51301,16054,1,3,10,Low,2,104632,15
51302,16055,1,6,1,High,1,0,4
51303,16055,1,6,2,High,1,0,5
51304,16055,1,6,5,High,1,0,1
51305,16055,1,6,10,High,1,2544,6
51306,16055,1,6,10,Low,1,2544,6
51307,16055,1,6,13,Low,1,0,1
51308,16056,1,9,5,High,1,0,1
51309,16056,1,9,10,High,1,50175,5
51310,16056,1,9,10,Low,2,50175,5
51311,16056,1,9,13,Low,1,0,1
51312,16057,1,11,5,High,2,0,3
51313,16057,1,11,6,Low,2,36600,1
51314,16057,1,11,10,Low,5,44043,15
51315,16057,1,11,13,Low,1,0,1
51316,16058,1,6,7,Low,2,0,1
51317,16058,1,6,10,Low,2,20344,17
51318,16058,1,6,13,Low,2,0,2
51319,16059,1,19,1,High,1,267998,1
51320,16059,1,19,6,Low,9,40198,5
51321,16059,1,19,10,High,3,54323,16
51322,16059,1,19,10,Low,4,54323,16
51323,16059,1,19,13,Low,2,0,4
51324,16060,1,5,5,High,1,164551,1
51325,16060,1,5,10,Low,4,37300,7
51326,16061,1,16,6,High,2,112189,6
51327,16061,1,16,6,Low,6,112189,6
51328,16061,1,16,10,High,4,230090,20
51329,16061,1,16,10,Low,4,230090,20
51330,16062,1,5,10,High,1,92767,18
51331,16062,1,5,10,Low,3,92767,18
51332,16062,1,5,13,Low,1,0,1
51333,16062,4,2,5,High,2,160589,6
51334,16064,1,13,1,High,1,0,1
51335,16064,1,13,10,High,3,76266,8
51336,16064,1,13,10,Low,8,76266,8
51337,16064,2,1,10,Low,1,0,8
51338,16065,1,5,10,Low,3,25690,5
51339,16066,1,4,10,High,1,56041,4
51340,16066,1,4,10,Low,1,56041,4
51341,16066,1,4,13,Low,2,0,2
51342,16067,1,7,0,High,1,104827,1
51343,16067,1,7,10,Low,3,44520,6
51344,16068,1,6,10,Low,2,8303,3
51345,16068,4,1,2,High,1,323061,1
51346,16069,1,5,10,High,1,42359,7
51347,16069,1,5,10,Low,4,42359,7
51348,16070,1,13,6,Low,7,3000,3
51349,16070,1,13,10,Low,3,15221,3
51350,16070,1,13,13,Low,1,36503,1
51351,16071,1,3,10,Low,2,57920,8
51352,16072,1,16,5,High,3,77264,13
51353,16072,1,16,5,Low,1,77264,13
51354,16072,1,16,10,High,4,158877,55
51355,16072,1,16,10,Low,8,158877,55
51356,16072,2,1,10,Low,1,3221,55
51357,16072,4,1,1,High,1,0,2
51358,16073,1,6,5,High,3,350302,4
51359,16073,1,6,6,Low,1,0,1
51360,16073,1,6,10,Low,2,8326,2
51361,16074,1,3,10,High,1,30652,6
51362,16074,1,3,10,Low,2,30652,6
51363,16075,1,7,5,High,4,167193,6
51364,16075,1,7,10,Low,3,75075,3
51365,16076,1,1,10,Low,1,8,2
51366,16077,1,2,10,High,1,147502,4
51367,16077,1,2,10,Low,1,147502,4
51368,16078,1,3,1,High,1,133608,6
51369,16078,1,3,10,Low,2,3268,3
51370,16079,1,3,1,High,1,213243,1
51371,16079,1,3,10,High,1,101646,1
51372,16079,4,1,2,High,1,1508650,5
51373,16080,1,3,10,Low,2,27698,3
51374,16081,1,10,10,High,2,201022,13
51375,16081,1,10,10,Low,7,201022,13
51376,16081,4,1,2,High,1,2476306,1
51377,16082,1,7,5,High,1,201923,2
51378,16082,1,7,10,High,1,99114,6
51379,16082,1,7,10,Low,3,99114,6
51380,16082,1,7,13,Low,2,27975,1
51381,16083,1,18,5,High,3,321200,11
51382,16083,1,18,5,Low,2,321200,11
51383,16083,1,18,6,High,1,110658,2
51384,16083,1,18,6,Low,2,110658,2
51385,16083,1,18,10,High,3,13118,9
51386,16083,1,18,10,Low,7,13118,9
51387,16084,1,12,2,High,1,539851,2
51388,16084,1,12,5,High,2,94497,25
51389,16084,1,12,5,Low,2,94497,25
51390,16084,1,12,10,High,4,36655,11
51391,16085,1,8,0,High,1,798930,1
51392,16085,1,8,5,Low,1,0,1
51393,16085,1,8,6,Low,2,0,4
51394,16085,1,8,10,High,1,67679,7
51395,16085,1,8,10,Low,2,67679,7
51396,16085,1,8,13,Low,1,0,1
51397,16085,4,1,13,Low,1,0,1
51398,16086,1,18,1,High,1,443653,3
51399,16086,1,18,10,High,7,4582,16
51400,16086,1,18,10,Low,7,4582,16
51401,16086,2,2,10,Low,2,-192,16
51402,16087,1,10,5,High,2,283724,1
51403,16087,1,10,10,High,1,41488,10
51404,16087,1,10,10,Low,5,41488,10
51405,16087,4,1,2,High,1,980835,2
51406,16088,1,7,5,High,1,489088,2
51407,16088,1,7,7,Low,1,0,1
51408,16088,1,7,10,High,2,10099,13
51409,16088,1,7,10,Low,2,10099,13
51410,16088,1,7,13,Low,1,0,2
51411,16089,1,15,1,High,3,244318,4
51412,16089,1,15,6,Low,6,29988,2
51413,16089,1,15,10,High,1,45261,13
51414,16089,1,15,10,Low,4,45261,13
51415,16089,4,2,2,High,1,1333068,1
51416,16089,4,2,5,High,1,0,3
51417,16090,1,2,10,Low,1,0,7
51418,16091,1,1,10,Low,1,2464,14
51419,16092,1,10,5,High,5,322397,13
51420,16092,1,10,10,High,1,72451,11
51421,16092,1,10,10,Low,3,72451,11
51422,16092,1,10,13,Low,1,0,2
51423,16093,1,25,5,High,1,0,4
51424,16093,1,25,5,Low,1,0,4
51425,16093,1,25,6,Low,2,0,1
51426,16093,1,25,10,High,9,-90,17
51427,16093,1,25,10,Low,11,-90,17
51428,16093,2,1,10,Low,1,36187,17
51429,16094,1,2,5,High,1,120830,12
51430,16094,1,2,6,Low,1,0,2
51431,16095,1,6,5,High,2,411323,33
51432,16095,1,6,10,Low,2,60270,11
51433,16096,1,2,5,High,1,215766,6
51434,16096,1,2,10,Low,1,34878,1
51435,16097,1,4,5,High,2,47837,2
51436,16097,1,4,10,High,1,28097,17
51437,16097,1,4,10,Low,1,28097,17
51438,16098,1,3,6,Low,1,12629,3
51439,16098,1,3,10,Low,2,70476,8
51440,16099,1,42,10,Balanced,2,-170,98
51441,16099,1,42,10,High,4,-170,98
51442,16099,1,42,10,Low,34,-170,98
51443,16099,2,2,10,High,2,207672,98
51444,16100,1,5,6,Low,2,0,2
51445,16100,1,5,10,Low,3,15201,5
51446,16101,1,8,1,High,2,189283,3
51447,16101,1,8,5,High,1,0,3
51448,16101,1,8,10,Low,3,106034,7
51449,16102,1,2,10,Low,2,85995,3
51450,16103,1,1,10,Low,1,6667,2
51451,16104,1,18,5,High,5,287214,39
51452,16104,1,18,6,Low,1,0,1
51453,16104,1,18,10,High,6,367604,12
51454,16104,1,18,10,Low,6,367604,12
51455,16104,4,1,2,High,1,1615723,2
51456,16105,1,3,10,Low,2,37690,3
51457,16106,1,1,10,Low,1,4219,1
51458,16107,1,12,2,High,1,2363307,7
51459,16107,1,12,5,High,2,195313,3
51460,16107,1,12,10,High,3,238656,15
51461,16107,1,12,10,Low,4,238656,15
51462,16108,1,4,6,Low,1,14098,1
51463,16108,1,4,13,High,1,61025,1
51464,16109,1,8,5,High,1,94900,3
51465,16109,1,8,10,High,2,13403,19
51466,16109,1,8,10,Low,5,13403,19
51467,16110,1,7,2,High,3,1546385,4
51468,16110,1,7,6,Low,1,22082,1
51469,16110,1,7,10,High,1,72627,6
51470,16110,1,7,10,Low,2,72627,6
51471,16111,1,2,10,High,1,236947,10
51472,16111,1,2,10,Low,1,236947,10
51473,16112,1,1,10,Low,1,14635,9
51474,16113,1,33,2,High,2,4198674,8
51475,16113,3,1,2,High,1,4250628,8
51476,16113,1,33,5,High,1,0,6
51477,16113,1,33,10,High,6,32559,32
51478,16113,1,33,10,Low,23,32559,32
51479,16113,2,1,10,High,1,0,32
51480,16114,1,5,5,High,1,0,1
51481,16114,1,5,10,High,1,13547,10
51482,16114,1,5,10,Low,3,13547,10
51483,16115,1,5,0,High,2,99141,1
51484,16115,1,5,10,Low,2,65707,3
51485,16116,1,9,1,High,1,0,1
51486,16116,1,9,5,High,1,0,7
51487,16116,1,9,5,Low,3,0,7
51488,16116,1,9,6,Low,1,0,3
51489,16116,1,9,10,High,1,45087,13
51490,16116,1,9,10,Low,2,45087,13
51491,16117,1,8,5,High,3,133411,8
51492,16117,1,8,10,High,1,13610,13
51493,16117,1,8,10,Low,3,13610,13
51494,16118,1,19,2,High,1,975182,1
51495,16118,1,19,10,High,3,81699,16
51496,16118,1,19,10,Low,12,81699,16
51497,16119,1,4,1,High,1,683472,7
51498,16119,4,1,1,High,1,0,7
51499,16119,1,4,6,Low,1,0,1
51500,16119,1,4,10,Low,1,0,2
51501,16119,1,4,13,Low,1,0,1
51502,16120,1,7,6,Low,2,11640,2
51503,16120,1,7,10,High,2,23521,12
51504,16120,1,7,10,Low,1,23521,12
51505,16121,1,8,10,High,3,2151,26
51506,16121,1,8,10,Low,5,2151,26
51507,16121,4,1,13,Low,1,0,1
51508,16122,1,4,10,High,1,4437,15
51509,16122,1,4,10,Low,3,4437,15
51510,16123,1,5,5,High,1,278864,4
51511,16123,1,5,10,High,1,19776,14
51512,16123,1,5,10,Low,2,19776,14
51513,16124,1,54,5,High,38,1165122,88
51514,16124,1,54,10,Low,14,7436,58
51515,16125,1,8,1,High,1,512984,3
51516,16125,1,8,5,High,2,416661,3
51517,16125,1,8,10,Low,4,31157,10
51518,16126,1,10,1,High,1,537796,3
51519,16126,1,10,6,Low,2,0,1
51520,16126,1,10,10,Low,6,25584,10
51521,16127,1,8,5,High,1,115692,2
51522,16127,1,8,6,Low,3,29784,1
51523,16127,1,8,10,High,1,106117,5
51524,16127,1,8,10,Low,3,106117,5
51525,16127,4,1,2,High,1,830667,2
51526,16128,1,10,6,Low,1,17875,1
51527,16128,1,10,10,High,2,22159,8
51528,16128,1,10,10,Low,6,22159,8
51529,16129,1,9,10,Low,8,23781,16
51530,16129,1,9,12,High,1,0,1
51531,16130,1,15,5,High,1,0,1
51532,16130,1,15,10,High,1,20381,14
51533,16130,1,15,10,Low,12,20381,14
51534,16130,2,1,10,Low,1,4322,14
51535,16131,1,6,5,High,1,0,3
51536,16131,1,6,5,Low,3,0,3
51537,16131,1,6,10,Low,1,45094,4
51538,16132,1,3,10,High,1,15974,18
51539,16132,1,3,10,Low,2,15974,18
51540,16133,1,6,5,High,3,192930,6
51541,16133,1,6,10,Low,3,52536,14
51542,16134,1,19,5,High,2,164613,10
51543,16134,1,19,5,Low,2,164613,10
51544,16134,1,19,10,Balanced,2,49573,19
51545,16134,1,19,10,High,5,49573,19
51546,16134,1,19,10,Low,8,49573,19
51547,16134,2,2,10,High,1,1419,19
51548,16134,2,2,10,Low,1,1419,19
51549,16135,1,1,10,Low,1,3353,3
51550,16136,1,6,10,High,2,58974,8
51551,16136,1,6,10,Low,2,58974,8
51552,16136,1,6,13,Low,1,0,2
51553,16136,1,6,51,High,1,205330,2
51554,16137,1,5,10,Low,4,5647,14
51555,16138,1,16,5,Low,1,0,1
51556,16138,1,16,6,Low,3,11950,2
51557,16138,1,16,10,High,5,203237,51
51558,16138,1,16,10,Low,7,203237,51
51559,16138,4,1,2,High,1,307416,1
51560,16139,1,1,10,Low,1,5658,11
51561,16139,4,1,2,High,1,0,1
51562,16140,1,2,10,High,1,3696,3
51563,16140,1,2,10,Low,1,3696,3
51564,16140,4,1,2,High,1,3352599,1
51565,16141,1,3,10,Low,2,53163,7
51566,16142,1,8,5,High,2,0,8
51567,16142,1,8,10,High,1,380109,15
51568,16142,1,8,10,Low,5,380109,15
51569,16142,4,2,1,High,1,445331,1
51570,16142,4,2,2,High,1,674786,6
51571,16143,1,9,5,High,3,324010,16
51572,16143,1,9,10,High,2,123111,20
51573,16143,1,9,10,Low,4,123111,20
51574,16144,1,19,0,High,2,0,5
51575,16144,1,19,1,Low,1,0,1
51576,16144,1,19,5,High,1,0,4
51577,16144,1,19,5,Low,1,0,4
51578,16144,1,19,10,High,4,38800,33
51579,16144,1,19,10,Low,10,38800,33
51580,16145,1,4,5,High,2,207892,6
51581,16145,1,4,10,Low,2,64249,17
51582,16146,1,7,1,High,1,352393,4
51583,16146,1,7,7,High,1,0,1
51584,16146,1,7,10,High,1,70281,13
51585,16146,1,7,10,Low,1,70281,13
51586,16147,1,7,5,High,1,161835,1
51587,16147,1,7,10,High,2,91818,8
51588,16147,1,7,10,Low,2,91818,8
51589,16148,1,13,5,High,1,0,27
51590,16148,1,13,5,Low,2,0,27
51591,16148,1,13,6,Low,3,14895,1
51592,16148,1,13,10,High,5,101108,21
51593,16148,1,13,10,Low,2,101108,21
51594,16149,1,5,5,High,2,339761,13
51595,16149,1,5,5,Low,1,339761,13
51596,16149,1,5,10,Low,2,18725,15
51597,16150,1,9,0,High,1,4,1
51598,16150,1,9,5,Low,1,17669,16
51599,16150,1,9,6,Low,5,14700,1
51600,16150,1,9,10,High,1,7235,11
51601,16150,1,9,10,Low,1,7235,11
51602,16151,1,25,5,High,1,4147,16
51603,16151,1,25,5,Low,5,4147,16
51604,16151,1,25,6,Low,3,0,3
51605,16151,1,25,10,High,4,373055,27
51606,16151,1,25,10,Low,12,373055,27
51607,16152,1,1,10,Low,1,19271,1
51608,16153,1,7,5,High,1,231149,5
51609,16153,1,7,6,Low,1,0,1
51610,16153,1,7,10,High,3,22035,21
