customer_no,acct_type,enquiry_count
20553,34.0,1
20554,1.0,2
20554,2.0,1
20554,5.0,1
20554,10.0,4
20554,13.0,1
20554,51.0,1
20555,0.0,3
20555,1.0,2
20555,5.0,3
20555,10.0,13
20556,10.0,3
20557,0.0,2
20557,5.0,3
20557,10.0,6
20557,12.0,1
20557,51.0,1
20558,10.0,2
20559,10.0,5
20560,1.0,2
20560,2.0,2
20560,5.0,1
20560,10.0,6
20560,32.0,1
20561,1.0,2
20561,10.0,3
20562,1.0,5
20562,5.0,1
20562,6.0,2
20562,10.0,2
20563,1.0,1
20563,10.0,1
20563,54.0,1
20564,10.0,9
20565,0.0,4
20565,5.0,30
20565,6.0,2
20565,10.0,30
20565,13.0,1
20565,51.0,2
20566,1.0,2
20566,5.0,6
20566,8.0,1
20566,10.0,25
20567,1.0,2
20567,6.0,2
20567,10.0,6
20568,10.0,11
20569,10.0,2
20570,5.0,2
20570,10.0,3
20571,10.0,2
20572,0.0,2
20572,6.0,2
20572,10.0,5
20572,13.0,1
20573,10.0,4
20574,0.0,1
20574,1.0,1
20574,10.0,6
20575,1.0,4
20575,10.0,3
20576,5.0,2
20576,10.0,6
20577,10.0,6
20578,5.0,2
20578,6.0,2
20578,10.0,8
20579,10.0,3
20580,0.0,1
20580,1.0,5
20580,5.0,4
20580,6.0,1
20580,10.0,10
20580,13.0,1
20581,0.0,1
20581,10.0,4
20582,5.0,16
20582,10.0,38
20583,10.0,11
20584,1.0,2
20584,6.0,3
20584,10.0,5
20585,0.0,1
20585,2.0,2
20585,5.0,5
20585,6.0,1
20585,10.0,7
20586,1.0,1
20586,2.0,1
20586,10.0,6
20587,5.0,9
20587,6.0,1
20587,10.0,6
20588,5.0,1
20588,6.0,1
20588,10.0,12
20589,10.0,6
20590,10.0,3
20591,5.0,1
20591,10.0,11
20592,0.0,1
20592,5.0,3
20592,10.0,11
20593,1.0,1
20593,2.0,2
20593,3.0,1
20593,5.0,14
20593,10.0,21
20594,5.0,1
20594,10.0,5
20595,10.0,1
20596,5.0,1
20596,10.0,8
20597,1.0,1
20597,5.0,1
20597,10.0,6
20597,13.0,1
20598,2.0,1
20598,10.0,25
20598,14.0,1
20599,6.0,1
20599,10.0,5
20600,0.0,1
20600,5.0,2
20600,10.0,3
20601,1.0,1
20601,10.0,6
20602,1.0,3
20602,2.0,2
20602,6.0,1
20602,10.0,15
20603,5.0,2
20603,10.0,5
20604,10.0,2
20604,13.0,2
20605,0.0,2
20605,5.0,2
20605,10.0,6
20606,0.0,1
20606,5.0,4
20606,6.0,1
20606,10.0,10
20606,13.0,1
20607,10.0,14
20608,2.0,2
20608,6.0,2
20608,10.0,4
20608,13.0,1
20609,6.0,1
20609,10.0,3
20609,13.0,1
20610,0.0,1
20610,10.0,6
20611,0.0,1
20611,5.0,9
20611,6.0,2
20611,10.0,6
20612,1.0,2
20612,6.0,1
20612,10.0,3
20612,13.0,1
20613,0.0,1
20613,5.0,3
20613,10.0,5
20614,0.0,1
20614,2.0,1
20614,5.0,2
20614,10.0,10
20614,13.0,1
20615,0.0,1
20615,1.0,1
20615,5.0,6
20615,6.0,2
20615,7.0,3
20615,10.0,24
20615,13.0,1
20616,0.0,2
20616,1.0,3
20616,5.0,2
20616,6.0,2
20616,10.0,4
20616,13.0,1
20617,5.0,1
20617,10.0,7
20617,13.0,1
20618,0.0,3
20618,1.0,1
20618,5.0,15
20618,7.0,2
20618,10.0,9
20619,10.0,5
20620,1.0,1
20620,5.0,3
20620,10.0,13
20621,6.0,1
20621,10.0,5
20622,1.0,16
20622,2.0,1
20622,5.0,5
20622,6.0,3
20622,10.0,28
20623,0.0,1
20623,5.0,2
20623,6.0,1
20623,10.0,11
20623,13.0,1
20623,51.0,1
20624,0.0,1
20624,10.0,7
20625,0.0,4
20625,10.0,5
20626,5.0,10
20626,10.0,11
20626,13.0,1
20627,5.0,2
20627,6.0,5
20627,10.0,12
20628,1.0,3
20628,10.0,5
20629,1.0,5
20629,5.0,1
20629,6.0,1
20629,10.0,3
20629,13.0,2
20630,0.0,1
20630,5.0,3
20630,10.0,11
20630,13.0,3
20631,5.0,1
20631,6.0,5
20631,10.0,10
20632,5.0,2
20632,6.0,1
20632,10.0,6
20633,0.0,1
20633,10.0,1
20634,5.0,1
20634,10.0,3
20635,10.0,3
20636,5.0,1
20636,10.0,4
20637,10.0,1
20637,13.0,2
20638,5.0,1
20638,10.0,8
20639,10.0,1
20640,10.0,3
20640,13.0,1
20641,5.0,1
20641,10.0,5
20642,1.0,1
20642,5.0,7
20642,10.0,5
20643,5.0,2
20643,10.0,6
20644,10.0,4
20644,13.0,1
20645,10.0,2
20646,10.0,3
20647,5.0,29
20647,6.0,1
20647,10.0,10
20648,0.0,2
20648,1.0,6
20648,5.0,2
20648,6.0,5
20648,10.0,3
20648,13.0,2
20649,0.0,6
20649,1.0,1
20649,2.0,1
20649,5.0,7
20649,6.0,2
20649,10.0,15
20649,13.0,4
20650,5.0,2
20650,6.0,1
20650,10.0,6
20651,0.0,1
20651,1.0,1
20651,6.0,1
20651,10.0,11
20652,0.0,1
20652,5.0,8
20652,10.0,10
20652,13.0,1
20653,5.0,3
20653,10.0,7
20654,2.0,1
20654,5.0,4
20654,6.0,1
20654,10.0,7
20654,13.0,2
20655,10.0,12
20656,6.0,2
20656,10.0,4
20657,2.0,3
20657,10.0,16
20658,1.0,1
20658,10.0,18
20659,0.0,2
20659,10.0,6
20659,13.0,1
20660,1.0,2
20660,2.0,2
20660,10.0,3
20660,12.0,1
20661,0.0,1
20661,1.0,1
20661,2.0,1
20661,10.0,11
20662,10.0,3
20663,10.0,6
20664,10.0,2
20664,13.0,2
20664,51.0,1
20665,1.0,1
20665,5.0,1
20665,10.0,12
20666,0.0,5
20666,1.0,2
20666,5.0,1
20666,10.0,27
20666,13.0,2
20667,1.0,2
20667,5.0,3
20667,6.0,2
20667,10.0,6
20668,5.0,1
20668,10.0,2
20669,1.0,1
20669,5.0,3
20669,6.0,2
20669,10.0,24
20670,1.0,10
20670,2.0,1
20670,3.0,1
20670,5.0,8
20670,6.0,3
20670,10.0,28
20670,13.0,1
20670,51.0,2
20671,0.0,1
20671,10.0,3
20672,0.0,8
20672,1.0,1
20672,5.0,3
20672,10.0,18
20673,1.0,1
20673,10.0,4
20673,13.0,1
20674,0.0,2
20674,1.0,3
20674,5.0,4
20674,6.0,1
20674,10.0,18
20675,10.0,2
20676,0.0,1
20676,5.0,5
20676,6.0,1
20676,10.0,16
20676,13.0,1
20677,1.0,2
20677,10.0,4
20678,5.0,11
20678,6.0,2
20678,10.0,16
20679,10.0,3
20680,6.0,1
20680,10.0,1
20681,6.0,1
20681,10.0,5
20682,0.0,1
20682,5.0,3
20682,10.0,5
20682,13.0,7
20683,10.0,5
20684,1.0,1
20684,6.0,1
20684,10.0,1
20685,10.0,1
20685,13.0,1
20686,1.0,2
20686,2.0,5
20686,10.0,21
20687,2.0,1
20687,6.0,2
20687,10.0,3
20688,0.0,1
20688,5.0,6
20688,6.0,1
20688,10.0,10
20689,10.0,8
20689,17.0,1
20690,5.0,1
20690,10.0,6
20691,10.0,3
20692,0.0,1
20692,1.0,1
20692,2.0,2
20692,3.0,5
20692,4.0,2
20692,10.0,3
20692,51.0,1
20692,52.0,1
20693,1.0,2
20693,10.0,16
20693,13.0,2
20694,10.0,4
20695,5.0,1
20695,6.0,2
20695,10.0,16
20695,13.0,1
20696,10.0,4
20697,0.0,2
20697,5.0,5
20697,6.0,1
20697,10.0,5
20698,5.0,1
20698,6.0,2
20698,10.0,3
20699,1.0,2
20699,5.0,4
20699,10.0,21
20700,5.0,2
20700,10.0,15
20701,0.0,2
20701,1.0,1
20701,5.0,4
20701,6.0,2
20701,10.0,7
20701,13.0,3
20702,0.0,2
20702,1.0,2
20702,6.0,1
20702,10.0,20
20703,0.0,1
20703,1.0,1
20703,10.0,6
20703,13.0,1
20704,1.0,9
20704,2.0,1
20704,5.0,2
20704,6.0,2
20704,10.0,3
20704,13.0,1
20705,6.0,2
20705,10.0,7
20705,13.0,1
20705,51.0,1
20706,0.0,1
20706,1.0,3
20706,6.0,1
20706,10.0,9
20706,51.0,1
20707,0.0,2
20707,1.0,2
20707,6.0,2
20707,10.0,11
20708,0.0,1
20708,5.0,2
20708,10.0,6
20709,6.0,1
20709,10.0,3
20710,5.0,7
20710,10.0,13
20710,13.0,1
20711,10.0,9
20711,13.0,1
20712,10.0,1
20712,13.0,1
20713,5.0,3
20713,10.0,8
20714,1.0,4
20714,2.0,3
20714,5.0,7
20714,10.0,30
20715,5.0,2
20715,10.0,5
20716,10.0,4
20717,5.0,5
20717,10.0,3
20717,13.0,1
20718,0.0,1
20718,1.0,2
20718,5.0,1
20718,10.0,3
20718,13.0,3
20719,0.0,1
20719,1.0,8
20719,2.0,1
20719,5.0,33
20719,6.0,1
20719,10.0,26
20720,6.0,1
20720,10.0,2
20721,6.0,1
20721,10.0,1
20722,5.0,3
20722,10.0,11
20723,0.0,1
20723,1.0,1
20723,10.0,13
20724,13.0,1
20725,10.0,1
20726,5.0,1
20726,10.0,1
20727,0.0,1
20727,5.0,2
20727,10.0,9
20728,1.0,1
20728,6.0,4
20728,10.0,10
20728,13.0,2
20729,1.0,2
20729,5.0,11
20729,6.0,1
20729,10.0,8
20730,0.0,1
20730,10.0,21
20731,0.0,5
20731,5.0,5
20731,10.0,42
20732,2.0,3
20732,10.0,5
20733,6.0,1
20733,10.0,6
20733,13.0,2
20734,0.0,1
20734,10.0,4
20735,1.0,6
20735,2.0,2
20735,5.0,13
20735,6.0,1
20735,10.0,30
20735,12.0,1
20735,13.0,1
20736,0.0,3
20736,1.0,3
20736,2.0,1
20736,5.0,3
20736,10.0,22
20737,10.0,6
20737,13.0,1
20738,10.0,9
20739,0.0,1
20739,10.0,5
20740,1.0,9
20740,2.0,15
20740,5.0,2
20740,10.0,21
20740,12.0,1
20740,52.0,2
20741,5.0,4
20741,10.0,3
20742,10.0,6
20743,5.0,1
20743,6.0,3
20743,10.0,2
20744,1.0,1
20744,6.0,1
20744,10.0,1
20745,2.0,1
20745,5.0,5
20745,10.0,4
20745,13.0,1
20746,1.0,7
20746,10.0,6
20746,13.0,1
20747,5.0,4
20747,6.0,1
20747,10.0,1
20747,13.0,2
20748,10.0,5
20749,5.0,2
20749,6.0,1
20749,10.0,5
20750,10.0,4
20751,2.0,2
20751,5.0,11
20751,10.0,8
20752,1.0,1
20752,10.0,6
20753,5.0,1
20753,6.0,1
20753,10.0,8
20754,0.0,1
20754,5.0,6
20754,6.0,1
20754,10.0,14
20755,5.0,2
20755,6.0,6
20755,10.0,2
20755,13.0,1
20756,10.0,3
20757,10.0,6
20758,0.0,1
20758,10.0,7
20759,1.0,4
20759,2.0,5
20759,5.0,6
20759,6.0,1
20759,9.0,2
20759,10.0,29
20760,2.0,2
20760,5.0,1
20760,6.0,1
20760,10.0,9
20761,0.0,1
20761,2.0,1
20761,10.0,5
20762,0.0,1
20762,5.0,9
20762,10.0,9
20763,0.0,2
20763,2.0,1
20763,10.0,10
20764,2.0,7
20764,10.0,2
20765,6.0,1
20765,10.0,4
20766,1.0,4
20766,2.0,1
20766,5.0,1
20766,6.0,9
20766,10.0,10
20767,0.0,2
20767,1.0,1
20767,10.0,2
20767,13.0,1
20768,1.0,3
20768,2.0,1
20768,5.0,3
20768,10.0,5
20769,10.0,2
20770,2.0,1
20770,5.0,1
20770,6.0,2
20770,10.0,27
20771,0.0,1
20771,1.0,1
20771,5.0,1
20771,10.0,6
20771,13.0,1
20772,2.0,5
20772,5.0,2
20772,10.0,1
20773,10.0,6
20774,0.0,1
20774,7.0,1
20774,10.0,5
20775,5.0,5
20775,10.0,4
20775,13.0,2
20776,10.0,2
20777,10.0,2
20778,10.0,2
20779,0.0,1
20779,1.0,1
20779,2.0,1
20779,5.0,3
20779,8.0,1
20779,10.0,6
20780,10.0,2
20781,5.0,4
20781,6.0,3
20781,10.0,14
20782,0.0,1
20782,10.0,11
20783,0.0,6
20783,5.0,13
20783,10.0,10
20783,13.0,1
20784,1.0,1
20784,10.0,2
20785,5.0,2
20785,10.0,4
20786,10.0,2
20787,0.0,1
20787,1.0,1
20787,10.0,3
20788,10.0,4
20789,0.0,1
20789,6.0,2
20789,10.0,1
20790,10.0,4
20791,0.0,1
20791,10.0,2
20792,5.0,1
20792,6.0,3
20792,10.0,8
20793,0.0,1
20793,5.0,3
20793,10.0,11
20794,0.0,1
20794,1.0,1
20794,3.0,1
20794,5.0,3
20794,6.0,2
20794,10.0,7
20794,13.0,3
20795,1.0,1
20795,10.0,6
20796,1.0,1
20796,6.0,3
20796,10.0,8
20796,13.0,1
20797,0.0,1
20797,5.0,2
20797,10.0,11
20798,10.0,6
20799,10.0,2
20800,10.0,3
20801,0.0,1
20801,1.0,1
20801,10.0,1
20801,13.0,1
20802,10.0,1
20803,0.0,7
20803,2.0,4
20803,5.0,1
20803,7.0,4
20803,10.0,11
20804,6.0,1
20804,10.0,7
20805,0.0,1
20805,5.0,3
20805,6.0,1
20805,10.0,28
20805,13.0,1
20806,0.0,1
20806,5.0,3
20806,6.0,7
20806,10.0,26
20806,13.0,2
20807,6.0,1
20807,10.0,4
20808,0.0,2
20808,1.0,1
20808,10.0,18
20809,10.0,4
20810,2.0,6
20810,5.0,5
20810,10.0,9
20811,1.0,4
20811,5.0,1
20811,6.0,1
20811,10.0,16
20812,5.0,7
20812,10.0,10
20813,1.0,1
20813,5.0,14
20813,10.0,14
20813,13.0,1
20814,2.0,2
20814,10.0,15
20815,5.0,2
20815,10.0,2
20816,0.0,1
20816,1.0,3
20816,2.0,5
20816,3.0,6
20816,10.0,10
20816,51.0,2
20817,1.0,7
20817,3.0,1
20817,5.0,1
20817,6.0,1
20817,10.0,23
20817,13.0,1
20818,10.0,4
20819,0.0,1
20819,1.0,1
20819,5.0,1
20819,6.0,1
20819,10.0,3
20820,0.0,1
20820,5.0,1
20820,6.0,1
20820,10.0,15
20820,13.0,1
20821,0.0,1
20821,1.0,1
20821,2.0,1
20821,5.0,2
20821,10.0,2
20821,13.0,1
20822,1.0,12
20822,2.0,8
20822,5.0,18
20822,7.0,2
20822,10.0,32
20822,51.0,2
20823,5.0,4
20823,10.0,3
20824,5.0,8
20824,10.0,17
20825,5.0,2
20825,6.0,1
20825,10.0,7
20825,13.0,1
20826,1.0,1
20826,2.0,1
20826,5.0,3
20826,10.0,17
20826,13.0,1
20827,1.0,5
20827,10.0,4
20828,10.0,12
20829,10.0,8
20830,0.0,8
20830,1.0,16
20830,5.0,3
20830,6.0,5
20830,10.0,4
20830,13.0,12
20830,51.0,1
20831,2.0,1
20831,10.0,8
20832,1.0,1
20832,5.0,3
20832,6.0,1
20832,10.0,2
20833,10.0,6
20834,1.0,2
20834,2.0,1
20834,5.0,1
20834,6.0,5
20834,10.0,5
20835,2.0,2
20835,5.0,5
20835,10.0,10
20835,13.0,1
20836,5.0,3
20836,10.0,8
20836,51.0,1
20837,1.0,1
20837,5.0,1
20837,10.0,9
20838,0.0,1
20838,1.0,1
20838,2.0,2
20838,5.0,5
20838,6.0,1
20838,10.0,16
20838,13.0,1
20839,0.0,2
20839,5.0,2
20839,10.0,14
20839,51.0,1
20840,5.0,7
20840,10.0,14
20840,13.0,2
20841,0.0,1
20841,5.0,8
20841,6.0,1
20841,10.0,3
20842,6.0,1
20842,10.0,4
20843,0.0,1
20843,10.0,2
20844,2.0,3
20844,10.0,1
20844,54.0,1
20845,1.0,1
20845,5.0,1
20845,10.0,9
20845,13.0,1
20846,5.0,2
20846,10.0,6
20847,0.0,1
20847,2.0,4
20847,5.0,3
20847,10.0,6
20847,13.0,1
20848,0.0,1
20848,10.0,11
20848,13.0,1
20849,0.0,1
20849,10.0,6
20849,13.0,1
20850,10.0,7
20851,5.0,1
20851,6.0,2
20851,10.0,5
20852,0.0,1
20852,2.0,3
20852,5.0,2
20852,6.0,1
20852,10.0,10
20853,10.0,3
20854,0.0,18
20854,1.0,1
20854,2.0,2
20854,3.0,1
20854,5.0,3
20854,10.0,8
20854,51.0,4
20855,0.0,9
20855,5.0,2
20855,10.0,3
20856,5.0,2
20856,10.0,6
20856,13.0,1
20856,51.0,1
20857,5.0,1
20857,6.0,1
20857,10.0,4
20858,1.0,1
20858,4.0,1
20858,5.0,9
20858,10.0,30
20859,1.0,3
20859,6.0,1
20859,10.0,11
20859,13.0,1
20860,1.0,1
20860,5.0,5
20860,10.0,16
20861,1.0,4
20861,2.0,3
20861,10.0,13
20861,13.0,1
20862,5.0,5
20862,6.0,1
20862,10.0,11
20863,5.0,4
20863,10.0,3
20864,0.0,1
20864,1.0,2
20864,5.0,11
20864,6.0,1
20864,10.0,34
20865,5.0,1
20865,6.0,3
20865,10.0,4
20865,13.0,2
20866,0.0,1
20866,2.0,2
20866,5.0,16
20866,10.0,14
20867,10.0,2
20868,1.0,1
20868,2.0,1
20868,3.0,2
20868,10.0,4
20869,5.0,2
20869,10.0,6
20870,0.0,1
20870,6.0,1
20870,10.0,4
20870,13.0,2
20871,0.0,4
20871,1.0,6
20871,2.0,17
20871,3.0,2
20871,5.0,7
20871,10.0,12
20872,1.0,3
20872,5.0,7
20872,10.0,23
20872,51.0,1
20873,5.0,1
20873,6.0,1
20873,10.0,3
20874,5.0,5
20874,10.0,16
20875,1.0,2
20875,5.0,15
20875,10.0,27
20876,0.0,4
20876,5.0,3
20876,10.0,3
20877,0.0,2
20877,1.0,1
20877,3.0,1
20877,5.0,3
20877,6.0,1
20877,8.0,1
20877,10.0,3
20877,32.0,2
20877,51.0,1
20877,53.0,1
20878,10.0,8
20879,1.0,2
20879,5.0,1
20879,6.0,3
20879,10.0,7
20880,5.0,5
20880,10.0,3
20881,0.0,1
20881,10.0,6
20881,13.0,1
20882,0.0,2
20882,5.0,24
20882,6.0,1
20882,10.0,7
20883,5.0,2
20883,10.0,2
20884,0.0,1
20884,1.0,2
20884,2.0,1
20884,5.0,11
20884,10.0,11
20885,5.0,1
20885,9.0,1
20885,10.0,1
20886,5.0,11
20886,7.0,3
20886,10.0,22
20886,13.0,1
20887,1.0,1
20887,3.0,1
20887,5.0,7
20887,6.0,1
20887,10.0,14
20888,5.0,2
20888,10.0,7
20889,5.0,3
20889,10.0,4
20890,0.0,2
20890,5.0,2
20890,10.0,12
20891,0.0,1
20891,10.0,10
20892,6.0,1
20892,10.0,2
20893,10.0,17
20894,0.0,4
20894,5.0,8
20894,6.0,1
20894,10.0,7
20894,51.0,9
20895,5.0,1
20895,10.0,3
20896,10.0,9
20897,1.0,2
20897,10.0,3
20898,10.0,13
20899,6.0,1
20899,10.0,1
20900,1.0,2
20900,5.0,12
20900,10.0,12
20901,6.0,2
20901,10.0,2
20902,10.0,9
20903,6.0,1
20903,10.0,2
20904,6.0,1
20904,10.0,2
20905,2.0,1
20905,10.0,4
20906,2.0,1
20906,6.0,3
20906,10.0,8
20907,6.0,1
20907,10.0,9
20908,0.0,5
20908,1.0,13
20908,3.0,1
20908,4.0,1
20908,5.0,6
20908,6.0,2
20908,10.0,15
20908,12.0,1
20908,13.0,1
20908,17.0,2
20908,51.0,1
20909,6.0,1
20909,10.0,5
20910,0.0,1
20910,1.0,1
20910,5.0,2
20910,6.0,2
20910,10.0,8
20910,13.0,5
20911,0.0,1
20911,1.0,4
20911,2.0,3
20911,5.0,7
20911,10.0,19
20912,10.0,5
20913,1.0,7
20913,5.0,2
20913,10.0,10
20914,0.0,1
20914,1.0,1
20914,2.0,2
20914,5.0,2
20914,10.0,13
20914,13.0,2
20915,10.0,5
20916,1.0,3
20916,3.0,1
20916,5.0,7
20916,6.0,1
20916,10.0,11
20916,13.0,1
20917,5.0,1
20917,6.0,1
20917,10.0,14
20917,13.0,1
20918,1.0,2
20918,6.0,4
20918,10.0,7
20919,1.0,1
20919,10.0,2
20920,3.0,5
20920,5.0,15
20920,10.0,7
20921,10.0,5
20922,1.0,1
20922,5.0,8
20922,10.0,3
20923,6.0,3
20923,10.0,7
20923,13.0,2
20924,0.0,1
20924,2.0,1
20924,5.0,8
20924,6.0,1
20924,10.0,4
20925,10.0,2
20926,0.0,1
20926,6.0,1
20926,10.0,1
20926,13.0,2
20927,6.0,1
20927,10.0,3
20928,6.0,1
20928,10.0,5
20929,10.0,3
20930,5.0,1
20930,10.0,2
20931,10.0,3
20932,5.0,1
20932,10.0,7
20933,5.0,1
20933,6.0,1
20933,10.0,8
20934,2.0,3
20934,5.0,8
20934,10.0,11
20935,10.0,5
20936,5.0,11
20936,10.0,20
20937,1.0,1
20937,5.0,1
20937,10.0,5
20938,1.0,1
20938,10.0,4
20938,13.0,1
20939,0.0,1
20939,5.0,5
20939,6.0,4
20939,10.0,6
20939,13.0,1
20940,1.0,3
20940,3.0,1
20940,5.0,2
20940,6.0,3
20940,10.0,5
20940,13.0,2
20941,2.0,1
20941,7.0,1
20941,10.0,13
20941,13.0,1
20942,5.0,2
20942,10.0,4
20943,5.0,5
20943,6.0,1
20943,10.0,22
20943,13.0,2
20944,1.0,3
20944,5.0,5
20944,10.0,5
20944,13.0,1
20945,0.0,3
20945,5.0,2
20945,6.0,2
20945,10.0,13
20946,10.0,2
20947,0.0,1
20947,10.0,12
20947,13.0,2
20948,10.0,2
20949,2.0,4
20949,5.0,1
20949,10.0,14
20950,1.0,5
20950,6.0,1
20950,10.0,3
20950,13.0,1
20951,1.0,1
20951,6.0,1
20951,10.0,2
20952,10.0,4
20952,13.0,2
20953,0.0,2
20953,1.0,3
20953,10.0,20
20953,12.0,1
20954,1.0,1
20954,10.0,2
20954,13.0,2
20954,32.0,1
20955,1.0,1
20955,5.0,1
20955,10.0,3
20955,13.0,1
20956,1.0,1
20956,2.0,1
20956,10.0,5
20957,2.0,2
20957,5.0,4
20957,10.0,24
20958,10.0,6
20959,0.0,3
20959,5.0,3
20959,6.0,1
20959,10.0,12
20960,2.0,8
20960,5.0,1
20960,10.0,26
20961,1.0,1
20961,10.0,13
20962,1.0,1
20962,2.0,5
20962,5.0,4
20962,10.0,2
20963,0.0,3
20963,1.0,2
20963,5.0,5
20963,10.0,12
20964,1.0,1
20964,2.0,2
20964,5.0,12
20964,6.0,1
20964,10.0,15
20965,0.0,1
20965,1.0,1
20965,5.0,5
20965,7.0,3
20965,10.0,7
20966,10.0,5
20967,5.0,1
20967,10.0,3
20968,1.0,1
20968,5.0,4
20968,7.0,1
20968,10.0,3
20969,5.0,3
20969,10.0,3
20970,10.0,4
20971,10.0,2
20972,5.0,15
20972,7.0,3
20972,10.0,7
20973,1.0,4
20973,2.0,3
20973,10.0,12
20974,10.0,19
20975,0.0,1
20975,10.0,3
20976,0.0,1
20976,1.0,3
20976,6.0,1
20976,10.0,6
20977,1.0,1
20977,2.0,1
20977,5.0,1
20977,8.0,1
20977,10.0,9
20978,5.0,2
20978,10.0,4
20979,10.0,4
20980,0.0,1
20980,5.0,2
20980,10.0,3
20980,13.0,1
20981,10.0,2
20983,0.0,8
20983,1.0,6
20983,5.0,3
20983,6.0,2
20983,10.0,28
20983,12.0,1
20984,5.0,1
20984,10.0,5
20985,6.0,1
20985,10.0,11
20985,13.0,2
20986,0.0,2
20986,1.0,1
20986,5.0,1
20986,6.0,2
20986,10.0,13
20987,5.0,3
20987,6.0,4
20987,10.0,6
20987,13.0,2
20988,5.0,2
20988,10.0,4
20989,5.0,2
20989,6.0,2
20989,10.0,5
20990,1.0,5
20990,10.0,7
20990,13.0,2
20991,6.0,1
20991,10.0,17
20991,13.0,1
20992,10.0,2
20993,1.0,2
20993,10.0,8
20994,0.0,1
20994,1.0,2
20994,5.0,1
20994,10.0,18
20994,13.0,2
20995,10.0,5
20995,13.0,1
20996,6.0,2
20996,10.0,5
20997,0.0,2
20997,5.0,13
20997,10.0,9
20997,12.0,2
20998,0.0,2
20998,5.0,4
20998,10.0,6
20998,13.0,1
20999,5.0,1
20999,10.0,8
21000,10.0,3
21001,5.0,15
21001,10.0,4
21001,13.0,1
21002,0.0,1
21002,5.0,1
21002,10.0,5
21003,1.0,3
21003,2.0,1
21003,6.0,1
21003,10.0,8
21004,1.0,1
21004,2.0,5
21004,5.0,6
21004,8.0,3
21004,10.0,10
21005,0.0,1
21005,5.0,8
21005,6.0,1
21005,10.0,42
21006,1.0,3
21006,10.0,25
21007,0.0,1
21007,5.0,2
21007,10.0,14
21008,6.0,1
21008,10.0,6
21009,1.0,4
21009,10.0,2
21010,10.0,6
21011,5.0,13
21011,10.0,22
21012,1.0,3
21012,2.0,2
21012,5.0,3
21012,10.0,12
21012,13.0,2
21013,5.0,3
21013,10.0,6
21014,5.0,3
21014,10.0,4
21015,2.0,1
21015,10.0,9
21016,5.0,2
21016,10.0,5
21017,0.0,2
21017,10.0,11
21018,10.0,4
21019,10.0,19
21020,10.0,2
21021,0.0,1
21021,10.0,1
21022,6.0,1
21022,10.0,4
21022,13.0,3
21023,1.0,1
21023,5.0,1
21023,6.0,2
21023,10.0,9
21023,13.0,1
21024,10.0,9
21025,1.0,5
21025,3.0,2
21025,5.0,4
21025,10.0,26
21026,5.0,7
21026,6.0,3
21026,10.0,15
21027,10.0,2
21028,1.0,1
21028,10.0,2
21029,0.0,1
21029,5.0,3
21029,6.0,2
21029,10.0,7
21029,13.0,1
21030,10.0,4
21031,5.0,1
21031,10.0,3
21032,0.0,2
21032,6.0,1
21032,10.0,12
21033,10.0,2
21034,10.0,3
21035,5.0,2
21035,10.0,3
21035,13.0,1
21037,0.0,1
21037,1.0,1
21037,6.0,4
21037,10.0,16
21038,1.0,2
21038,5.0,1
21038,10.0,2
21039,10.0,3
21040,1.0,1
21040,5.0,1
21040,10.0,2
21041,2.0,1
21041,10.0,3
21042,2.0,1
21042,5.0,2
21042,10.0,4
21043,5.0,1
21043,10.0,2
21045,0.0,1
21045,10.0,7
21046,1.0,5
21046,5.0,5
21046,6.0,8
21046,10.0,5
21046,13.0,1
21046,51.0,2
21047,7.0,1
21047,10.0,7
21048,5.0,2
21048,6.0,1
21048,10.0,12
21049,5.0,2
21049,10.0,4
21050,2.0,1
21050,5.0,1
21050,10.0,9
21051,0.0,1
21051,5.0,1
21051,10.0,3
21051,13.0,2
21052,5.0,1
21052,10.0,10
21052,13.0,2
21053,2.0,2
21053,5.0,4
21053,10.0,5
21053,17.0,1
21054,2.0,1
21054,6.0,2
21054,10.0,4
21055,10.0,3
21055,13.0,1
21056,0.0,1
21056,10.0,2
21057,0.0,1
21057,2.0,1
21057,5.0,8
21057,10.0,8
21058,10.0,3
21059,0.0,1
21059,10.0,4
21061,0.0,1
21061,2.0,3
21061,10.0,21
21062,10.0,2
21063,5.0,6
21063,10.0,6
21064,5.0,4
21064,6.0,3
21064,10.0,5
21064,12.0,1
21065,0.0,1
21065,1.0,1
21065,5.0,2
21065,10.0,2
21066,0.0,1
21066,1.0,7
21066,2.0,1
21066,5.0,15
21066,6.0,2
21066,10.0,51
21066,53.0,1
21067,6.0,1
21067,10.0,2
21068,0.0,7
21068,5.0,8
21068,6.0,5
21068,10.0,25
21069,10.0,2
21070,0.0,2
21070,1.0,2
21070,2.0,2
21070,10.0,5
21070,51.0,1
21071,0.0,1
21071,5.0,1
21071,6.0,3
21071,10.0,8
21072,10.0,9
21073,10.0,3
21074,1.0,1
21074,6.0,1
21074,10.0,6
21075,0.0,1
21075,10.0,2
21076,10.0,4
21077,0.0,1
21077,10.0,5
21078,2.0,1
21078,5.0,3
21078,10.0,2
21078,13.0,2
21079,6.0,1
21079,10.0,6
21080,5.0,14
21080,10.0,5
21081,1.0,3
21081,5.0,15
21081,6.0,1
21081,10.0,13
21082,0.0,3
21082,1.0,1
21082,5.0,1
21082,10.0,5
21083,0.0,1
21083,1.0,4
21083,5.0,15
21083,6.0,2
21083,10.0,16
21083,13.0,5
