customer_no,owner_indic,acct_type,count
17708,1,7,1
17709,1,10,3
17710,1,5,4
17710,1,10,3
17711,1,1,2
17711,1,5,1
17711,1,10,1
17712,1,6,2
17712,1,10,1
17713,1,0,1
17713,1,5,1
17714,1,10,3
17714,1,5,1
17714,1,6,1
17715,1,10,2
17715,4,2,3
17716,1,10,8
17716,1,5,4
17716,1,1,1
17716,1,2,1
17717,1,10,1
17718,1,5,2
17718,1,6,1
17718,1,10,1
17718,1,32,1
17718,4,13,1
17719,1,10,8
17719,1,5,3
17719,1,6,1
17720,1,10,2
17720,1,13,1
17721,1,10,5
17721,1,5,1
17721,1,6,1
17722,1,10,4
17722,1,5,2
17723,1,10,5
17723,1,5,3
17724,1,6,4
17724,1,10,3
17725,1,6,5
17725,1,10,4
17725,1,1,1
17726,1,10,5
17726,1,5,1
17727,1,10,3
17728,1,10,3
17728,1,5,1
17729,1,10,3
17729,1,1,1
17729,1,5,1
17730,1,10,2
17731,1,10,2
17731,1,2,1
17731,1,8,1
17731,1,13,1
17732,1,10,7
17732,1,5,3
17732,1,2,1
17732,2,10,1
17732,4,35,1
17733,1,10,22
17733,1,6,3
17733,1,2,2
17733,1,5,2
17733,1,0,1
17733,1,13,1
17734,1,7,4
17734,1,5,3
17734,1,10,2
17734,1,13,1
17735,1,5,1
17735,1,6,1
17735,1,10,1
17735,1,13,1
17735,3,13,1
17736,1,10,2
17736,1,1,1
17736,1,32,1
17737,1,6,2
17737,1,10,2
17738,1,10,4
17738,1,6,1
17739,1,10,2
17739,1,5,1
17740,1,10,5
17740,1,1,2
17741,1,10,3
17742,1,10,6
17742,1,6,1
17742,1,13,1
17743,1,10,6
17743,1,6,5
17743,1,1,1
17744,1,10,6
17744,1,5,2
17745,1,10,6
17745,1,5,3
17745,1,6,2
17746,1,10,8
17746,1,32,1
17747,1,10,2
17747,1,5,1
17748,1,10,4
17748,1,8,1
17748,4,1,1
17749,1,10,9
17750,1,6,25
17750,1,10,5
17750,1,13,4
17750,1,5,2
17751,1,6,7
17751,1,10,3
17751,1,0,1
17751,1,1,1
17751,1,32,1
17751,4,1,1
17751,4,2,1
17752,1,10,9
17752,1,5,4
17752,1,1,1
17752,1,6,1
17753,1,10,3
17753,1,5,2
17754,1,10,2
17755,1,10,2
17756,1,10,2
17756,1,13,1
17757,1,10,2
17757,1,6,1
17758,1,10,5
17758,1,5,1
17758,1,6,1
17758,1,13,1
17759,1,10,2
17759,1,13,2
17760,1,10,1
17761,1,7,2
17761,1,10,2
17762,1,6,6
17762,1,7,2
17762,1,53,2
17762,1,0,1
17762,1,10,1
17762,1,51,1
17762,4,5,1
17763,1,10,2
17764,1,10,3
17764,1,13,1
17765,1,10,11
17765,1,5,3
17765,1,6,3
17765,1,13,2
17765,1,32,2
17765,1,0,1
17765,1,12,1
17766,1,10,2
17767,1,10,4
17768,1,10,4
17768,1,5,3
17769,1,10,5
17769,1,6,2
17769,1,13,2
17769,1,5,1
17769,1,12,1
17770,1,10,8
17770,1,5,3
17770,1,8,1
17771,1,10,4
17772,1,10,4
17772,1,13,3
17772,1,32,1
17773,1,10,2
17774,1,6,4
17774,1,10,2
17774,1,1,1
17774,1,13,1
17775,1,10,5
17775,1,6,2
17775,1,1,1
17775,4,7,1
17775,4,13,1
17776,1,1,2
17776,1,6,1
17776,1,10,1
17776,3,6,1
17777,1,10,3
17777,1,1,2
17777,1,6,2
17777,1,15,1
17777,3,1,1
17777,3,6,1
17778,1,10,4
17778,1,5,3
17778,1,0,1
17778,1,1,1
17778,1,6,1
17778,1,13,1
17778,4,2,1
17779,1,10,3
17779,1,13,1
17779,4,32,1
17780,1,10,8
17780,1,5,3
17780,1,13,3
17780,1,6,1
17781,1,10,3
17781,1,5,2
17782,1,10,5
17782,1,2,1
17782,1,12,1
17783,1,5,2
17783,1,10,2
17784,1,10,3
17784,1,0,1
17784,1,13,1
17785,1,10,3
17786,1,10,2
17787,1,10,8
17787,1,1,2
17787,1,2,2
17788,1,1,2
17788,1,6,2
17788,1,10,2
17788,1,5,1
17788,1,13,1
17789,1,10,4
17789,1,0,1
17789,2,10,1
17789,3,1,1
17789,4,2,2
17790,1,5,3
17790,1,10,3
17790,1,6,2
17791,1,6,4
17791,1,1,2
17791,1,10,2
17791,1,0,1
17791,2,10,1
17791,3,1,2
17792,1,10,1
17793,1,6,2
17793,1,10,1
17793,4,13,1
17794,1,5,6
17794,1,10,5
17794,1,0,1
17794,1,13,1
17795,1,10,22
17795,1,6,3
17795,1,0,1
17795,2,10,1
17796,1,10,3
17797,1,10,2
17798,1,10,2
17799,1,10,1
17800,1,10,2
17801,1,6,5
17801,1,10,3
17801,1,13,1
17802,1,6,2
17802,1,10,2
17803,1,10,1
17804,1,10,1
17805,1,10,5
17805,4,32,1
17806,1,10,4
17807,1,10,3
17807,1,13,2
17807,3,13,1
17808,1,10,13
17808,1,6,2
17808,1,1,1
17808,1,5,1
17808,1,13,1
17809,1,10,6
17809,1,6,2
17809,1,5,1
17810,1,10,3
17811,1,10,2
17812,1,10,9
17812,1,6,4
17812,1,5,3
17813,1,5,2
17813,1,6,2
17813,1,10,2
17814,1,10,6
17814,1,0,1
17814,1,1,1
17814,1,5,1
17815,1,5,1
17815,1,10,1
17816,1,10,5
17816,2,10,2
17816,4,2,1
17817,1,10,2
17817,1,0,1
17817,1,6,1
17818,1,10,3
17818,1,6,2
17819,1,5,1
17819,1,10,1
17820,1,10,2
17821,1,5,5
17821,1,4,2
17821,1,10,1
17821,1,13,1
17821,1,15,1
17822,1,10,7
17822,1,5,4
17822,1,7,2
17822,1,0,1
17822,1,6,1
17823,1,10,5
17824,1,6,2
17824,1,10,2
17825,1,10,2
17826,1,10,4
17826,1,5,2
17827,1,10,4
17828,1,10,5
17828,1,5,2
17829,1,10,2
17830,1,6,2
17830,1,5,1
17831,1,10,5
17831,3,5,1
17831,4,2,1
17832,1,10,3
17833,1,10,6
17834,1,5,1
17834,1,10,1
17834,1,13,1
17835,1,10,13
17835,1,5,1
17835,1,6,1
17835,4,2,1
17836,1,10,1
17837,1,10,1
17837,1,13,1
17838,1,7,3
17838,1,5,2
17838,1,6,1
17838,1,10,1
17839,1,6,4
17839,1,10,2
17840,1,5,1
17840,1,6,1
17840,1,10,1
17841,1,10,2
17842,1,10,8
17842,1,1,1
17842,1,6,1
17843,1,10,5
17843,1,5,2
17843,1,6,1
17844,1,10,2
17845,1,5,3
17845,1,10,2
17845,1,12,1
17846,1,10,2
17846,1,6,1
17847,1,10,2
17847,1,5,1
17847,4,1,1
17848,1,10,7
17848,1,5,1
17849,1,10,2
17849,1,6,1
17850,1,10,2
17851,1,10,2
17851,1,5,1
17851,1,6,1
17852,1,10,3
17853,1,10,4
17853,1,6,3
17853,1,5,2
17853,1,1,1
17854,1,10,9
17854,1,6,4
17854,1,1,3
17854,1,13,1
17855,1,10,2
17856,1,10,4
17856,1,2,1
17856,1,6,1
17857,1,10,2
17858,1,10,2
17858,1,1,1
17858,1,5,1
17859,1,10,16
17859,1,1,2
17859,1,6,1
17859,2,10,1
17860,1,10,1
17861,1,10,5
17861,1,2,2
17861,1,0,1
17861,1,6,1
17861,2,10,2
17861,4,2,2
17861,4,35,2
17862,1,1,1
17862,1,5,1
17862,1,10,1
17862,1,13,1
17863,1,10,11
17863,1,6,3
17864,1,10,14
17864,1,12,2
17864,1,6,1
17865,1,1,2
17865,1,10,1
17866,1,10,11
17866,1,6,4
17867,1,10,4
17867,1,6,3
17867,1,5,1
17868,1,10,12
17868,1,5,3
17868,4,2,1
17869,1,10,6
17869,1,0,2
17869,1,51,2
17869,1,6,1
17869,4,1,1
17870,1,10,2
17870,1,5,1
17871,1,10,2
17871,1,1,1
17871,1,13,1
17872,1,10,6
17872,1,1,2
17873,1,10,7
17873,1,6,2
17873,1,5,1
17874,1,10,10
17874,1,5,7
17874,1,1,1
17874,1,6,1
17874,1,13,1
17874,2,10,1
17875,1,10,5
17875,1,5,1
17875,4,5,1
17876,1,10,4
17876,1,1,3
17876,1,13,2
17876,4,1,1
17877,1,10,2
17877,1,0,1
17878,1,10,9
17878,1,1,2
17878,1,13,1
17879,1,10,1
17879,3,1,1
17880,1,10,5
17880,1,0,1
17880,1,5,1
17880,1,13,1
17881,1,10,13
17881,1,5,3
17881,1,13,2
17881,1,0,1
17881,4,1,1
17882,1,10,3
17882,1,12,1
17883,1,5,2
17883,1,6,1
17883,1,10,1
17884,1,10,7
17884,4,2,1
17885,1,10,2
17886,1,10,11
17886,1,1,2
17886,1,5,2
17886,1,2,1
17886,1,13,1
17886,2,10,1
17886,4,2,1
17887,1,1,1
17887,1,10,1
17887,1,13,1
17888,1,5,1
17888,1,10,1
17889,1,10,2
17889,1,5,1
17890,1,10,8
17890,1,5,1
17890,1,6,1
17891,1,10,5
17891,1,2,1
17891,3,2,1
17891,4,1,2
17891,4,2,1
17892,1,10,8
17892,1,6,2
17892,1,5,1
17893,1,5,1
17893,1,6,1
17893,1,10,1
17894,1,10,4
17894,1,5,3
17894,1,6,3
17895,1,5,4
17895,1,10,1
17896,1,10,2
17896,4,13,1
17897,1,10,3
17898,1,10,2
17899,1,10,14
17899,1,5,4
17899,1,6,3
17899,1,0,1
17899,1,1,1
17899,2,10,1
17899,4,2,1
17900,1,10,4
17900,1,6,2
17901,1,0,2
17901,1,10,2
17901,1,1,1
17902,1,10,13
17903,1,5,3
17903,1,6,3
17903,1,10,2
17903,1,2,1
17904,1,10,9
17904,1,2,1
17904,1,6,1
17905,1,10,2
17906,1,10,3
17906,1,5,1
17907,1,10,2
17908,1,10,3
17908,1,5,2
17908,1,13,1
17909,1,10,2
17909,1,13,1
17910,1,6,5
17910,1,10,3
17910,1,1,1
17910,1,5,1
17910,4,3,1
17911,1,10,7
17911,1,6,2
17911,1,5,1
17912,1,10,6
17913,1,10,8
17913,1,5,2
17913,1,1,1
17913,1,3,1
17913,1,13,1
17914,1,10,18
17914,1,53,1
17915,1,10,3
17915,1,5,1
17916,1,10,1
17916,1,17,1
17917,1,6,2
17917,1,10,1
17917,1,13,1
17918,1,10,10
17918,1,5,2
17918,1,7,2
17918,1,0,1
17918,1,6,1
17919,1,5,4
17919,1,10,4
17919,1,0,2
17920,1,10,1
17921,1,10,8
17921,1,6,3
17921,1,5,1
17921,1,13,1
17922,1,10,5
17922,1,6,1
17923,1,10,2
17924,1,6,5
17924,1,10,2
17924,1,13,2
17924,1,5,1
17924,1,32,1
17925,1,10,3
17925,1,6,1
17925,4,5,1
17926,1,10,2
17926,1,6,1
17926,1,13,1
17927,1,10,4
17927,1,5,1
17927,1,13,1
17928,1,10,1
17928,1,13,1
17929,1,10,5
17929,1,5,1
17930,1,5,1
17930,1,6,1
17930,3,1,1
17931,1,10,3
17932,1,5,3
17932,1,10,2
17932,1,6,1
17933,1,5,3
17933,1,10,2
17933,4,2,2
17934,1,10,1
17935,1,10,2
17936,1,10,3
17936,1,1,2
17936,1,6,2
17936,1,12,1
17936,4,1,1
17937,1,0,2
17937,1,5,2
17937,1,6,2
17937,1,10,2
17937,1,32,1
17938,1,10,6
17938,1,5,1
17939,1,10,7
17939,1,0,1
17939,1,1,1
17940,1,10,8
17940,1,5,5
17940,1,1,2
17940,1,2,1
17941,1,5,8
17941,1,10,5
17941,1,1,1
17941,1,13,1
17941,4,2,2
17942,1,10,2
17942,1,13,1
17943,1,10,6
17944,1,10,2
17945,1,10,4
17945,1,6,2
17945,1,2,1
17946,1,6,5
17946,1,10,4
17946,1,5,1
17947,1,10,5
17947,1,5,4
17947,1,6,2
17947,1,13,1
17948,1,10,2
17949,1,10,2
17949,1,5,1
17950,1,10,5
17950,1,1,2
17951,1,10,1
17952,1,13,2
17952,1,10,1
17953,1,10,3
17954,1,10,5
17954,1,5,2
17954,1,0,1
17954,1,1,1
17955,1,10,9
17955,1,2,1
17955,1,5,1
17955,1,6,1
17955,4,2,2
17956,1,10,2
17956,1,5,1
17956,1,6,1
17957,1,10,2
17957,1,8,1
17957,4,1,1
17958,1,6,5
17958,1,1,3
17958,1,10,3
17959,1,10,6
17959,1,5,2
17959,1,6,1
17960,1,10,2
17961,1,10,3
17961,1,13,2
17962,1,10,23
17962,1,5,6
17962,1,1,3
17962,4,3,1
17963,1,10,2
17963,1,5,1
17964,1,10,1
17965,1,10,8
17965,1,0,1
17965,1,5,1
17965,4,2,1
17966,1,10,5
17966,1,6,2
17966,1,2,1
17966,1,5,1
17966,1,13,1
17966,1,32,1
17966,4,2,2
17967,1,6,6
17967,1,10,6
17967,1,5,1
17967,1,13,1
17967,1,32,1
17968,1,10,3
17968,4,2,2
17969,1,10,5
17969,1,2,1
17969,1,5,1
17969,4,1,1
17970,1,10,1
17970,1,32,1
17971,1,5,1
17971,1,10,1
17971,4,13,1
17972,1,10,16
17972,1,5,2
17972,1,6,1
17972,1,13,1
17973,1,10,5
17973,1,8,1
17974,1,0,1
17974,1,10,1
17975,1,10,2
17976,1,10,3
17976,1,1,1
17976,2,10,1
17977,1,10,20
17977,1,6,8
17977,1,5,2
17977,2,10,2
17977,4,2,2
17978,1,10,2
17978,1,2,1
17979,1,10,5
17979,1,6,3
17979,1,1,2
17979,1,5,1
17980,1,10,2
17980,1,6,1
17981,1,6,3
17981,1,10,1
17982,1,10,2
17982,1,0,1
17982,1,5,1
17983,1,10,3
17984,1,10,17
17984,1,5,6
17984,1,2,2
17984,1,0,1
17984,1,12,1
17985,1,10,4
17985,1,1,3
17985,1,6,2
17985,1,5,1
17986,1,10,3
17986,1,1,1
17986,1,13,1
17986,1,51,1
17987,1,10,4
17988,1,10,2
17988,1,13,2
17988,1,5,1
17988,1,6,1
17989,1,5,4
17989,1,6,3
17989,1,10,2
17989,1,2,1
17989,1,4,1
17990,1,10,3
17991,1,5,1
17991,1,10,1
17992,1,13,3
17992,1,7,2
17992,1,10,2
17992,1,5,1
17992,2,10,1
17993,1,10,2
17994,1,6,4
17994,1,10,4
17994,1,1,1
17994,1,5,1
17994,1,13,1
17995,1,10,4
17995,1,6,1
17995,1,13,1
17996,1,10,14
17996,1,1,3
17996,1,5,2
17996,2,10,1
17997,1,5,3
17997,1,10,3
17997,1,13,1
17998,1,10,3
17998,1,6,2
17998,1,13,2
17998,1,0,1
17998,1,2,1
17998,3,6,1
17999,1,10,4
18000,1,10,1
18001,1,10,9
18001,1,1,1
18001,1,2,1
18001,1,5,1
18001,1,12,1
18002,1,6,3
18002,1,10,3
18002,1,5,1
18003,1,10,4
18003,1,6,2
18003,1,0,1
18003,4,2,1
18004,1,10,8
18004,1,5,4
18004,1,0,1
18004,1,6,1
18004,1,13,1
18004,4,2,1
18005,1,10,6
18005,1,0,1
18006,1,10,4
18006,1,5,2
18006,1,12,1
18007,1,10,2
18007,1,5,1
18008,1,10,6
18008,1,0,3
18008,1,51,3
18008,1,1,2
18008,1,5,1
18008,1,6,1
18008,1,13,1
18008,4,2,1
18008,4,51,1
18009,1,10,2
18010,1,5,4
18010,1,10,1
18011,1,10,5
18011,1,5,4
18011,1,6,1
18012,1,10,2
18013,1,10,3
18013,1,6,2
18013,1,5,1
18014,1,10,2
18015,1,10,4
18016,1,10,3
18016,1,6,1
18017,1,10,3
18018,1,10,4
18018,1,0,1
18018,1,1,1
18019,1,10,10
18019,1,5,1
18019,4,32,1
18020,1,10,2
18021,1,5,5
18021,1,10,4
18021,4,13,1
18022,1,10,12
18022,1,5,8
18022,1,6,6
18022,1,13,3
18022,1,1,2
18023,1,10,1
18023,1,13,1
18024,1,10,2
18025,1,6,3
18025,1,10,2
18026,1,10,3
18027,1,10,3
18028,1,10,2
18028,1,6,1
18029,1,10,4
18030,1,10,2
18031,1,10,11
18031,4,1,1
18032,1,10,1
18033,1,5,4
18033,1,10,4
18033,1,1,3
18033,1,6,2
18033,4,1,1
18034,1,6,5
18035,1,10,2
18036,1,10,3
18037,1,10,2
18038,1,10,2
18039,1,10,4
18039,1,1,1
18039,1,2,1
18039,1,3,1
18039,1,5,1
18039,1,15,1
18039,4,0,1
18040,1,6,5
18040,1,10,5
18040,1,1,1
18040,1,5,1
18040,4,2,1
18041,1,6,5
18041,1,10,2
18042,1,10,11
18042,1,6,4
18042,1,1,2
18042,4,1,1
18042,4,2,1
18043,1,10,2
18043,4,5,1
18044,1,10,4
18044,1,13,1
18045,1,10,4
18045,1,7,3
18045,4,2,1
18046,1,10,5
18046,1,13,1
18046,4,1,1
18047,1,1,1
18047,1,10,1
18047,1,13,1
18048,1,10,8
18048,4,1,1
18049,1,10,11
18049,1,5,2
18049,1,6,2
18049,1,8,1
18049,2,10,1
18050,1,0,2
18050,1,1,1
18050,1,5,1
18050,1,10,1
18050,1,13,1
18050,4,2,1
18051,1,10,5
18051,1,0,1
18051,1,1,1
18051,1,13,1
18051,4,2,1
18052,1,10,3
18052,1,1,1
18052,1,5,1
18053,1,10,3
18053,1,13,1
18053,1,32,1
18054,1,6,3
18054,1,10,3
18054,1,0,2
18054,1,1,1
18055,1,10,2
18055,1,0,1
18056,1,10,2
18057,1,10,3
18057,1,6,2
18057,1,5,1
18057,1,8,1
18058,1,6,1
18058,1,10,1
18059,1,5,4
18059,1,10,4
18059,1,1,1
18059,4,13,1
18060,1,10,2
18060,4,1,1
18061,1,6,4
18061,1,10,3
18062,1,10,9
18062,1,6,1
18063,1,10,14
18063,1,5,4
18063,1,2,1
18064,1,1,2
18064,1,10,1
18065,1,1,2
18065,1,10,2
18065,1,15,2
18065,1,6,1
18065,1,13,1
18066,1,10,6
18066,1,1,2
18066,1,51,2
18066,4,5,3
18067,1,10,3
18067,1,13,1
18068,1,10,4
18068,1,5,2
18068,1,6,1
18068,1,13,1
18069,1,10,3
18070,1,10,29
18070,1,51,5
18070,1,0,2
18070,1,5,2
18070,1,1,1
18070,1,6,1
18070,1,12,1
18070,1,13,1
18070,4,2,1
18070,4,8,1
18071,1,10,2
18072,1,5,3
18072,1,2,1
18073,1,5,6
18073,1,7,1
18073,1,10,1
18074,1,10,4
18074,1,0,1
18074,1,6,1
18075,1,10,2
18076,1,1,6
18076,1,2,2
18076,1,10,2
18076,1,5,1
18076,1,57,1
18076,3,1,7
18076,3,32,2
18077,1,10,4
18077,1,6,1
18078,1,10,1
18079,1,10,2
18080,1,10,2
18080,1,13,2
18080,1,32,1
18081,1,10,9
18081,1,1,4
18081,1,6,4
18081,1,13,4
18081,1,7,3
18081,1,5,1
18081,2,10,1
18081,3,1,7
18081,3,7,1
18081,4,1,4
18082,1,10,9
18082,1,7,1
18083,1,10,2
18083,1,13,1
18084,1,10,8
18084,1,1,2
18084,1,6,1
18084,1,51,1
18084,4,2,1
18085,1,5,1
18086,1,10,2
18087,1,5,3
18087,1,10,1
18088,1,7,4
18088,1,10,4
18088,1,5,2
18088,1,6,2
18088,1,1,1
18088,1,2,1
18089,1,10,5
18089,1,6,2
18089,1,13,2
18089,1,1,1
18089,1,5,1
18090,1,10,2
18091,1,10,4
18092,1,10,5
18092,1,5,3
18093,1,6,6
18093,1,10,3
18093,1,1,2
18093,1,5,1
18094,1,10,14
18094,1,5,2
18094,1,1,1
18094,4,2,1
18095,1,5,4
18095,1,10,2
18096,1,10,3
18096,1,5,2
18096,1,6,2
18096,1,0,1
18096,1,1,1
18097,1,10,5
18098,1,10,2
18099,1,10,5
18099,1,7,2
18099,1,6,1
18099,1,13,1
18100,1,10,2
18100,1,1,1
18101,1,10,5
18101,1,5,2
18101,1,6,1
18102,1,10,5
18103,1,10,3
18103,1,5,2
18103,1,6,1
18104,1,10,5
18104,1,0,1
18104,1,5,1
18104,2,10,1
18105,1,10,3
18106,1,10,6
18107,1,10,4
18107,1,5,1
18108,1,10,4
18108,1,5,1
18109,1,6,2
18109,1,10,2
18110,1,10,4
18110,1,6,1
18111,1,10,1
18112,1,10,3
18112,1,0,1
18112,1,5,1
18113,1,10,5
18114,1,10,3
18115,1,10,2
18115,4,17,1
18116,1,10,2
18117,1,1,2
18117,1,5,2
18117,1,10,2
18117,1,6,1
18117,1,13,1
18118,1,10,1
18119,1,13,5
18119,1,1,2
18119,1,5,1
18119,1,10,1
18119,4,17,1
18120,1,10,2
18120,1,5,1
18121,1,10,2
18121,1,1,1
18121,1,5,1
18122,1,8,2
18122,1,10,2
18123,1,10,2
18123,1,5,1
18123,1,6,1
18123,4,13,1
18124,1,10,4
18124,1,6,3
18124,1,5,1
18125,1,10,2
18125,1,1,1
18125,1,15,1
18125,4,1,1
18125,4,2,1
18125,4,3,1
18126,1,10,2
18126,1,13,1
18127,1,10,22
18127,1,5,14
18127,1,1,4
18127,1,6,2
18127,2,10,2
18127,4,13,2
18128,1,10,11
18128,1,6,2
18128,1,13,1
18129,1,10,17
18129,1,1,2
18129,1,0,1
18129,1,2,1
18129,4,2,1
18129,4,35,1
18130,1,10,5
18130,1,5,1
18130,1,6,1
18131,1,10,4
18131,1,1,1
18131,1,13,1
18132,1,10,6
18132,1,2,1
18132,1,5,1
18132,1,13,1
18132,1,53,1
18133,1,10,4
18133,1,5,1
18133,1,12,1
18134,1,10,2
18134,1,2,1
18135,1,10,3
18135,1,13,3
18135,1,5,2
18135,1,6,1
18136,1,1,1
18136,1,10,1
18136,2,10,2
18137,1,10,2
18138,1,1,2
18138,1,6,2
18138,1,10,2
18138,1,5,1
18138,3,54,1
18138,4,2,1
18138,4,51,1
18139,1,10,3
18139,2,10,1
18140,1,10,2
18141,1,10,5
18142,1,10,2
18142,1,5,1
18142,1,7,1
18143,1,10,1
18144,1,10,6
18144,1,6,4
18144,1,5,3
18144,1,13,1
18144,1,53,1
18145,1,10,8
18145,1,1,1
18145,1,5,1
18145,4,1,2
18146,1,10,2
18147,1,5,5
18147,1,10,2
18148,1,7,3
18148,1,10,3
18148,1,5,1
18148,1,13,1
18149,1,10,30
18149,1,2,3
18150,1,10,3
18150,1,0,2
18150,1,5,1
18151,1,12,3
18151,1,10,1
18152,1,10,2
18152,1,6,1
18153,1,10,2
18153,1,13,1
18154,1,10,2
18154,1,0,1
18154,1,7,1
18154,1,13,1
18155,1,10,2
18155,1,2,1
18155,1,6,1
18155,1,12,1
18155,4,2,1
18156,1,10,2
18157,1,10,5
18157,1,5,2
18158,1,1,3
18158,1,10,3
18158,1,5,1
18158,1,6,1
18159,1,6,2
18159,1,10,1
18159,1,13,1
18159,4,2,1
18160,1,6,7
18160,1,10,5
18160,1,5,2
18160,1,7,2
18160,1,13,2
18161,1,10,1
18162,1,10,1
18163,1,10,2
18163,1,6,1
18163,1,13,1
18164,1,10,2
18164,1,2,1
18165,1,10,22
18165,1,0,3
18165,1,6,2
18165,1,1,1
18165,1,5,1
18165,2,10,1
18165,4,2,1
18166,1,1,1
18166,1,5,1
18167,1,10,9
18167,1,1,2
18167,1,0,1
18167,1,6,1
18167,2,10,1
18167,4,1,1
18168,1,5,1
18168,1,10,1
18169,1,2,1
18169,1,10,1
18170,1,6,6
18170,1,1,1
18170,1,10,1
18170,1,13,1
18170,3,2,1
18171,1,10,4
18171,1,1,1
18172,1,10,4
18172,1,2,1
18173,1,10,4
18173,1,8,1
18173,1,32,1
18174,1,5,2
18174,1,10,2
18175,1,10,3
18175,1,5,2
18176,1,10,1
18177,1,5,3
18177,1,6,3
18177,1,10,2
18178,1,6,2
18178,1,10,1
18179,1,5,7
18179,1,10,5
18179,1,6,1
18180,1,10,2
18180,1,5,1
18181,1,10,6
18182,1,10,2
18182,1,6,1
18182,1,13,1
18182,1,17,1
18183,1,6,10
18183,1,1,3
18183,1,10,2
18183,1,5,1
18183,1,13,1
18183,1,52,1
18183,4,32,1
18184,1,10,4
18184,1,15,2
18184,4,2,2
18185,1,5,2
18185,1,10,2
18185,1,6,1
18185,1,13,1
18186,1,10,7
18186,1,1,1
18187,1,10,8
18187,1,1,1
18187,1,2,1
18187,1,5,1
18187,1,13,1
18187,3,1,1
18188,1,10,3
18189,1,5,5
18189,1,10,5
18189,1,0,1
18189,1,1,1
18189,1,2,1
18189,4,2,2
18190,1,10,2
18190,1,0,1
18190,1,5,1
18191,1,10,2
18191,1,5,1
18192,1,6,3
18192,1,10,3
18193,1,10,12
18193,1,5,1
18193,1,6,1
18193,1,12,1
18193,2,10,1
18193,4,2,1
18194,1,10,19
18194,1,1,3
18194,1,51,2
18194,1,5,1
18195,1,10,1
18196,1,5,2
18196,1,10,2
18196,1,13,2
18197,1,10,3
18197,1,2,1
18198,1,10,8
18198,1,5,1
18199,1,10,3
18200,1,10,4
18200,1,32,1
18200,4,8,1
18201,1,10,3
18201,4,13,1
18202,1,10,2
18203,1,10,4
18203,1,6,3
18203,1,0,1
18203,1,15,1
18204,1,10,2
18204,1,13,1
18205,1,6,3
18205,1,1,1
18205,1,10,1
18206,1,10,3
18206,1,6,2
18206,1,5,1
18207,1,6,5
18207,1,10,5
18207,1,5,2
18208,1,10,5
18208,1,5,4
18208,1,1,2
18208,1,0,1
18208,1,35,1
18209,1,10,6
18209,1,5,5
18209,1,0,1
18210,1,10,2
18211,1,10,1
18212,1,10,3
18212,1,0,2
18212,1,5,2
18212,1,13,2
18212,4,1,1
18213,1,10,3
18213,1,0,1
18213,1,1,1
18214,1,10,2
18215,1,10,16
18215,1,5,8
18215,1,0,1
18216,1,5,1
18216,1,10,1
18217,1,10,3
18217,1,12,1
18218,1,10,2
18219,1,6,5
18219,1,10,1
18220,1,10,2
18220,1,13,2
18220,1,1,1
18221,1,5,3
18221,1,6,2
18221,1,10,2
18221,1,13,1
18222,1,10,2
18222,1,5,1
18223,1,6,7
18223,1,10,3
18223,1,1,1
18223,2,10,2
18224,1,6,2
18224,1,10,1
18225,1,10,3
18226,1,10,9
18226,1,1,7
18226,1,5,1
18227,1,10,2
18228,1,10,2
18229,1,10,3
18229,1,6,1
18230,1,10,3
18231,1,10,2
18231,1,6,1
18231,4,32,1
18232,1,10,5
18232,1,8,1
18233,1,10,5
18233,1,5,1
18234,1,2,3
18234,1,10,3
18234,1,12,2
18234,1,4,1
18234,1,5,1
18234,1,6,1
18235,1,10,2
18236,1,10,3
18236,1,6,1
18236,1,13,1
18237,1,10,4
18238,1,10,2
18238,1,5,1
18238,1,13,1
18239,1,10,6
18239,1,5,2
18240,1,5,1
18240,1,10,1
18241,1,5,2
18241,1,6,2
18241,1,7,1
18241,1,10,1
18242,1,5,1
18242,1,10,1
18243,1,6,2
18243,1,10,1
18243,1,13,1
18244,1,10,2
18245,1,10,5
18245,1,6,4
18245,1,13,1
18245,4,2,1
18246,1,1,19
18246,1,10,5
18246,1,5,2
18246,1,6,2
18246,1,0,1
18246,1,7,1
18246,4,1,1
18246,4,2,1
18247,1,10,3
18247,1,5,2
18247,1,6,1
18247,4,13,1
18248,1,10,7
18248,1,5,1
18248,4,5,1
18248,4,7,1
18249,1,10,3
18249,1,5,2
18249,1,13,1
18250,1,10,4
18250,1,0,1
18250,1,5,1
18250,1,13,1
18250,4,2,1
18251,1,10,3
18252,1,10,2
18252,1,2,1
18253,1,10,3
18253,1,1,2
18253,1,5,1
18253,1,13,1
18253,3,1,2
18253,4,1,2
18253,4,13,1
18254,1,10,2
18254,4,13,1
18255,1,10,4
18255,1,5,1
18256,1,10,1
18257,4,3,1
18258,1,10,1
18258,1,13,1
18259,1,1,6
18259,1,10,4
18259,1,6,2
18259,1,0,1
18260,1,10,7
18260,1,6,2
18261,1,10,4
18262,1,10,1
18263,1,10,1
18264,1,10,3
18264,1,1,1
18265,1,10,4
18265,1,6,3
18265,1,0,1
18265,4,2,2
18265,4,3,1
18266,1,10,6
18266,1,5,2
18266,1,12,1
18266,1,51,1
18267,1,10,8
18267,1,1,1
18267,1,5,1
18268,1,10,2
18268,1,6,1
18269,1,10,2
18269,1,1,1
18269,1,2,1
18270,1,6,5
18270,1,1,3
18270,1,10,3
18270,1,5,1
18270,1,13,1
18271,1,10,5
